symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IGFBP7	19307.58145	-0.105738374	0.245308598	-0.431042267	0.666437638	0.917002465
FBXO38	1681.328538	-0.180576692	0.41854479	-0.43143935	0.666148943	0.917002465
PHYKPL	1183.74273	-0.215083375	0.499057375	-0.430979254	0.666483455	0.917002465
PPP2R4	1705.045424	0.204239126	0.474389899	0.430530089	0.666810084	0.917002465
RAI2	1163.735969	-0.251372436	0.584931761	-0.429746601	0.667379981	0.917002465
AMER1	1192.652503	0.213325801	0.4954703	0.430552146	0.666794043	0.917002465
C1GALT1C1	403.8924245	0.332975567	0.775994589	0.429095217	0.667853933	0.917002465
XPNPEP1	1029.291629	-0.212964835	0.49712191	-0.428395592	0.668363134	0.917447974
CERS5	567.1832989	0.242024699	0.565162108	0.428239429	0.668476813	0.917447974
DIABLO	1215.543077	0.222568585	0.51966652	0.428291177	0.668439142	0.917447974
TOMM70A	2690.7073	0.169140981	0.395055653	0.428144692	0.668545781	0.917447974
ZNF608	921.7468315	-0.276195267	0.64548679	-0.427886785	0.668733549	0.91757959
SYS1	1086.884006	-0.219846613	0.51396569	-0.427745699	0.668836275	0.917594499
CUX1	7974.305286	0.110207503	0.257904811	0.427318523	0.669147343	0.917895195
WHAMM	1116.196891	-0.21506174	0.503770015	-0.426904606	0.66944881	0.91818264
SP1	11867.85182	0.093620346	0.219447651	0.426618126	0.669657493	0.918216705
RNF20	2933.487314	-0.11816107	0.276948453	-0.426653657	0.66963161	0.918216705
RAB6B	1373.43992	-0.160102526	0.375446226	-0.426432642	0.66979262	0.918275938
ZNF512B	2114.745586	-0.182217283	0.427607686	-0.426131917	0.670011725	0.91845027
ZNF740	2078.693361	0.17866966	0.41962918	0.425779875	0.670268253	0.918675848
OSTM1	1807.545019	0.19295861	0.453691893	0.425307599	0.670612455	0.919021513
CYP1A1	1541.881075	0.248132999	0.58422345	0.424722765	0.671038787	0.919479621
ABCA5	1537.739932	0.173833931	0.41006029	0.423922859	0.671622072	0.920152638
ZCCHC8	418.356358	-0.288096316	0.680231391	-0.423526935	0.671910851	0.920422037
RBM20	428.0762597	0.296311155	0.699934073	0.423341521	0.672046104	0.920481083
APPBP2	1238.453792	0.215404604	0.509048993	0.423151026	0.672185076	0.920545205
USP1	1881.052998	0.166978987	0.395573825	0.422118391	0.672938605	0.920684146
EMX2	604.9197691	0.268406726	0.635764984	0.422179159	0.672894252	0.920684146
GCN1L1	6986.630315	-0.105890213	0.250863758	-0.422102473	0.672950223	0.920684146
MLYCD	666.8238496	0.238567795	0.564776397	0.422411056	0.672725009	0.920684146
GALNS	367.4503488	0.303566721	0.719274804	0.422045537	0.67299178	0.920684146
HERC3	1475.616458	0.178329048	0.422705619	0.421875273	0.67311606	0.920684146
IQGAP2	1709.481116	0.202732829	0.479454171	0.422840892	0.672411351	0.920684146
TOR4A	538.5340313	0.275181801	0.652219192	0.421916136	0.673086232	0.920684146
DNASE1L1	373.9491186	0.273158472	0.647137458	0.422102705	0.672950053	0.920684146
NOLC1	2829.440307	-0.145891313	0.345944908	-0.42171834	0.673230616	0.920714762
GIPC2	364.5302596	0.287144214	0.681707575	0.421213178	0.673599422	0.921028058
NRROS	446.1300879	0.305800039	0.726103769	0.421151979	0.673644108	0.921028058
FOXO1	6007.285142	-0.142917708	0.339554746	-0.420897394	0.673830008	0.921030097
WDPCP	364.9670785	-0.273162589	0.648848973	-0.42099564	0.673758265	0.921030097
UPF1	4439.249062	0.121023165	0.287655857	0.420722062	0.673958049	0.921079074
SLC38A1	1681.391899	-0.20434787	0.487318621	-0.419331133	0.674974147	0.921459171
PRMT7	653.2211291	0.268468692	0.638931604	0.420183773	0.674351208	0.921459171
IFT172	1193.513663	-0.227166315	0.541500174	-0.419512912	0.67484132	0.921459171
ECT2	397.81833	0.244264596	0.581943657	0.419739253	0.674675946	0.921459171
MOCS2	1463.531974	-0.209492446	0.499464249	-0.419434316	0.674898749	0.921459171
PPP1R18	5509.251358	-0.127249151	0.303447453	-0.419344929	0.674964065	0.921459171
SNRPC	410.3881379	0.268093674	0.639311848	0.419347264	0.674962359	0.921459171
COA1	663.9958412	-0.249444066	0.594194795	-0.419801836	0.674630223	0.921459171
ACOT7	545.1198931	0.247785743	0.591419679	0.418967701	0.675239738	0.921604087
PAQR7	396.3283267	-0.294962964	0.704532284	-0.418664937	0.675461024	0.921604087
PIGV	528.096821	-0.238962854	0.57046206	-0.418893509	0.675293961	0.921604087
RPAP3	974.8051884	-0.212870422	0.508584485	-0.418554692	0.675541608	0.921604087
SLC9A8	666.0004235	0.239174159	0.571179838	0.418737047	0.675408317	0.921604087
SIN3A	6250.648557	0.095851648	0.229228679	0.418148587	0.675838483	0.921837916
BBS2	1747.529245	-0.20051224	0.479616607	-0.418067759	0.675897577	0.921837916
ZNF850	511.8400393	-0.274242074	0.656776123	-0.417557923	0.676270366	0.921923956
YTHDF1	1034.367423	0.183609771	0.439808535	0.417476598	0.676329838	0.921923956
FBXO8	736.9733189	-0.279103107	0.668213308	-0.417685646	0.676176968	0.921923956
NSD1	7774.895846	-0.102496544	0.245333824	-0.417783989	0.676105058	0.921923956
SSR2	1534.882142	0.176780487	0.425026956	0.415927707	0.677462905	0.921958713
POLL	861.5156867	0.229067608	0.549984431	0.416498349	0.677045375	0.921958713
NAP1L1	7920.678695	-0.131093296	0.314761392	-0.416484676	0.677055378	0.921958713
ATXN1L	4600.052922	0.131571525	0.316110089	0.416220581	0.677248601	0.921958713
C17orf80	1187.635481	-0.207761297	0.498981301	-0.416370907	0.677138614	0.921958713
CDR2L	843.8990869	-0.192501801	0.462763184	-0.415983397	0.677422152	0.921958713
MRPL38	1582.880691	-0.168907049	0.405205944	-0.416842477	0.676793631	0.921958713
ZNF780A	787.5015474	-0.260456658	0.625154664	-0.416627553	0.676950852	0.921958713
RBBP9	714.7894834	0.261243806	0.626786995	0.416798383	0.676825885	0.921958713
TOB2	6533.29616	0.096218921	0.230840618	0.416819718	0.676810279	0.921958713
ZSCAN12	567.828562	0.279414413	0.670314587	0.416840717	0.676794918	0.921958713
SEC63	5684.295027	-0.105737915	0.254175207	-0.416004048	0.677407041	0.921958713
MAST2	2960.480795	-0.14421482	0.347210461	-0.41535275	0.677883691	0.922154458
ALCAM	2052.268738	-0.203283807	0.489304681	-0.415454449	0.677809254	0.922154458
LOC202181	559.5216973	0.235499022	0.566678475	0.415577849	0.677718938	0.922154458
RAB27A	571.7085213	0.255248621	0.615280399	0.414849265	0.678252252	0.922381957
NUP93	1791.186762	-0.20003986	0.482612619	-0.414493637	0.678512626	0.922381957
FLII	7754.779585	0.108224516	0.260976276	0.41469101	0.678368114	0.922381957
NBR1	7670.822194	0.11556629	0.278628686	0.414768097	0.678311676	0.922381957
PLSCR1	1102.567623	-0.181413535	0.43756474	-0.414598159	0.678436096	0.922381957
DTNA	1025.782874	-0.290520241	0.701612411	-0.414075118	0.678819095	0.922673008
FAR2	693.7297033	-0.197630735	0.47754078	-0.413851012	0.678983222	0.922770531
LPHN3	5321.0617	0.146534598	0.354368603	0.413508976	0.679233747	0.92277624
PCDHGC3	2760.22613	-0.167646776	0.405466003	-0.413466911	0.67926456	0.92277624
LAPTM4B	877.9545868	0.219240707	0.530119103	0.413568773	0.679189946	0.92277624
RIT1	1444.471471	0.186120236	0.45069989	0.412958245	0.679637206	0.922905934
SLC2A3	1278.781072	0.199518023	0.482993518	0.413086336	0.67954336	0.922905934
ARHGAP31	10603.31905	-0.099163666	0.240118562	-0.412977926	0.679622787	0.922905934
ZSCAN29	1832.809768	0.176796933	0.428474813	0.412619196	0.679885635	0.922972756
AAR2	920.5896512	0.221129884	0.535836906	0.412681324	0.679840109	0.922972756
TSPAN7	2053.15652	-0.159622168	0.386950837	-0.412512785	0.679963611	0.922972756
TSPAN15	2010.862216	0.215139937	0.522251916	0.411946669	0.680378514	0.92333674
DDX60L	1753.211163	-0.183206112	0.444788749	-0.411894664	0.680416632	0.92333674
ERAL1	819.1613211	0.225478619	0.547856494	0.411565112	0.680658208	0.923539097
DNAJB4	2475.058457	0.133927364	0.326392439	0.410326185	0.681566686	0.923865437
RNASEH2C	792.5630251	-0.235840279	0.57498812	-0.410165481	0.681684561	0.923865437
CORO2B	1079.414127	-0.252390212	0.615954612	-0.409754561	0.681986001	0.923865437
LRRC37A3	709.8534095	-0.249827313	0.608780075	-0.410373669	0.681531859	0.923865437
NOP58	571.1382988	0.228982372	0.558428431	0.410047841	0.681770854	0.923865437
CLTCL1	1012.180759	-0.208186112	0.507877853	-0.409913743	0.681869223	0.923865437
SH3BP5-AS1	456.6781494	-0.285217006	0.694138815	-0.410893326	0.681150757	0.923865437
XYLB	399.8504416	0.319380759	0.777843589	0.410597662	0.681367579	0.923865437
IER3	456.073469	0.269128347	0.655373871	0.410648576	0.681330239	0.923865437
BMP5	492.856587	0.304710602	0.742241446	0.410527603	0.681418959	0.923865437
FAM200A	371.6690644	-0.287381914	0.701404036	-0.409723782	0.682008582	0.923865437
KAT6A	10435.60127	-0.082692765	0.201727525	-0.409923063	0.681862386	0.923865437
JADE3	698.7429219	0.190817376	0.465941068	0.409531137	0.682149921	0.923931601
RAB13	892.3030114	-0.235302445	0.576463934	-0.408182422	0.683139752	0.924029358
UBQLN4	1999.287528	-0.152497739	0.373728987	-0.408043647	0.683241631	0.924029358
USP21	443.1088097	0.225617885	0.552525149	0.408339576	0.683024388	0.924029358
PARP2	688.5984295	-0.209040942	0.511837717	-0.408412539	0.682970829	0.924029358
LMF1	772.5359217	-0.204474173	0.499939952	-0.408997466	0.682541521	0.924029358
EFTUD2	2565.485625	0.172896962	0.423530509	0.40822788	0.683106381	0.924029358
FN3KRP	756.5826494	0.208359942	0.510785847	0.40792035	0.683332152	0.924029358
BST2	1553.528987	-0.171714742	0.420226256	-0.408624496	0.682815251	0.924029358
TMEM39A	1252.182779	-0.185883576	0.454313673	-0.409152503	0.682427748	0.924029358
SNCA	1717.008583	0.264236792	0.647663042	0.407984979	0.683284703	0.924029358
CCND3	1227.891064	-0.169455641	0.414855363	-0.408469208	0.682929233	0.924029358
TMEM176B	2005.459213	0.222329649	0.543989318	0.408702233	0.682758195	0.924029358
RFTN2	879.9664234	0.213824351	0.524587083	0.407605064	0.683563646	0.924085226
EXT1	1672.700164	-0.176395823	0.432887946	-0.407486104	0.683650998	0.924085226
SMU1	2699.941755	0.126638022	0.310655906	0.407647238	0.683532678	0.924085226
CDH23	968.4175864	0.185320539	0.457072708	0.405450897	0.685146105	0.924085311
TM7SF3	1622.641319	-0.151055083	0.372287983	-0.405747944	0.684927811	0.924085311
CSRP2	962.2672822	0.270545274	0.667067776	0.405573893	0.685055715	0.924085311
XPO6	2903.412649	-0.12618457	0.31106836	-0.405649004	0.685000517	0.924085311
ZNF23	529.3111539	0.209538257	0.514510001	0.407257889	0.683818588	0.924085311
TANC2	3479.461271	-0.120458014	0.296566904	-0.406174838	0.684614141	0.924085311
WIZ	1396.101707	-0.174357576	0.430145828	-0.405345268	0.685223736	0.924085311
SMC6	1553.794854	0.157740717	0.388727386	0.405787506	0.68489874	0.924085311
C2orf68	1347.366322	0.156661232	0.385759856	0.40611077	0.684661213	0.924085311
HECW2	645.3612347	0.27831047	0.68476001	0.406435051	0.68442297	0.924085311
TRABD	478.0055724	-0.235820239	0.580490559	-0.406243022	0.684564046	0.924085311
RPL15	17709.00547	0.095130908	0.23464651	0.405422215	0.685167184	0.924085311
GRB10	2285.71648	-0.165183149	0.407132899	-0.405722921	0.684946198	0.924085311
ERV3-1	556.0635644	0.248305835	0.609915657	0.407115036	0.683923501	0.924085311
DTX2	521.8099578	-0.251706937	0.620551938	-0.405617842	0.685023418	0.924085311
ARF5	1484.982396	0.155029063	0.382307123	0.40550922	0.685103243	0.924085311
NCALD	927.2748667	0.223266438	0.550117799	0.405852054	0.684851309	0.924085311
ZBED6	3846.619437	-0.131903945	0.325594375	-0.405117394	0.685391222	0.924179892
ZNF304	1600.863201	-0.209108589	0.516319929	-0.404998098	0.685478909	0.924179892
PIAS3	1227.572381	-0.234198418	0.579276703	-0.404294557	0.685996127	0.924253482
ALDH7A1	1068.096786	-0.197683113	0.488648807	-0.404550486	0.68580796	0.924253482
EHMT2	2174.294933	0.178640654	0.441425266	0.404690596	0.685704955	0.924253482
ZFAND2A	464.5704419	-0.253084207	0.625829157	-0.404398235	0.685919898	0.924253482
PPAPDC3	437.7471669	-0.293934523	0.726973476	-0.404326338	0.68597276	0.924253482
SCN1B	546.0605135	-0.262972061	0.651094324	-0.403892419	0.686291832	0.924483286
PREX2	3432.724597	0.193997405	0.480416483	0.403810885	0.686351792	0.924483286
RPGR	397.090264	-0.313743222	0.777495966	-0.403530353	0.68655811	0.924636505
HIPK3	16127.55667	0.085564316	0.212192638	0.403238856	0.686772518	0.924800577
PFDN5	2586.071473	0.165931502	0.41176152	0.402979622	0.686963215	0.924932681
ZNF438	1743.573305	-0.176677624	0.438876861	-0.402567643	0.687266317	0.92521607
TUBA1A	5103.304739	-0.122222706	0.303738257	-0.402394835	0.68739347	0.925262549
GNA14	391.9814177	0.273650234	0.680388144	0.40219724	0.687538873	0.92527933
ATP7A	1475.980086	0.168309804	0.418549774	0.402126139	0.687591197	0.92527933
ZDHHC6	825.6008445	-0.243554217	0.607230585	-0.401090167	0.68835374	0.925435119
UVRAG	2541.055403	0.16116722	0.401277156	0.401635671	0.687952174	0.925435119
LARP4	1739.918786	-0.182011971	0.453370171	-0.401464372	0.688078264	0.925435119
ZC3H13	10100.5732	-0.088106215	0.219668151	-0.401087798	0.688355485	0.925435119
PGAP1	930.9270074	-0.206608307	0.514857188	-0.401292458	0.688204815	0.925435119
SRSF6	4260.051649	0.139327626	0.347307762	0.401164734	0.688298843	0.925435119
HDAC6	2230.965207	-0.136400361	0.339774753	-0.401443484	0.68809364	0.925435119
DDX60	2169.346061	0.209944007	0.523892691	0.400738568	0.688612612	0.925531671
HDAC2	2889.415919	-0.158795566	0.396148691	-0.400848393	0.688531747	0.925531671
KHDRBS1	5486.819371	-0.130953059	0.327232853	-0.400183105	0.689021658	0.925869574
REPIN1	2243.598197	0.156267726	0.390527316	0.400145443	0.689049395	0.925869574
SNRNP40	1274.978204	0.177716767	0.447108137	0.397480503	0.691013161	0.925923569
ZMYM6NB	550.356867	0.227390013	0.573574504	0.396443725	0.691777715	0.925923569
UBAP2L	4577.139945	-0.140816525	0.355023203	-0.396640343	0.691632698	0.925923569
PIP4K2A	2499.330843	0.172846472	0.434782548	0.397546941	0.690964179	0.925923569
UEVLD	576.787811	0.256945613	0.64312686	0.399525551	0.689506001	0.925923569
SNRPF	360.9843958	-0.309161679	0.777977891	-0.397391343	0.691078899	0.925923569
ZMYM5	488.3971419	-0.274443286	0.687784628	-0.399025036	0.689874757	0.925923569
MGA	6367.38812	0.097679456	0.246176846	0.396785718	0.691525483	0.925923569
LOC145783	419.7184765	-0.274578664	0.690620921	-0.397582314	0.690938099	0.925923569
CSNK1G1	1205.699461	0.18077333	0.455871676	0.396544333	0.69170351	0.925923569
FBXO31	3466.244328	-0.132262793	0.333571858	-0.396504652	0.691732777	0.925923569
DHX58	714.6402241	0.196461324	0.494801241	0.397050993	0.691329857	0.925923569
MPPE1	447.9634072	0.220880824	0.554858808	0.39808474	0.690567722	0.925923569
ZNF100	398.6606113	-0.2524021	0.632219942	-0.399231476	0.689722653	0.925923569
ZNF805	1453.395531	-0.181725744	0.45576632	-0.398725697	0.690095331	0.925923569
FOSL2	7358.362613	-0.095473568	0.240803427	-0.396479274	0.691751494	0.925923569
RASGRP3	400.6751281	0.265132218	0.66553573	0.398374131	0.690354424	0.925923569
PRKRA	924.0943141	0.236052586	0.592872578	0.398150623	0.690519161	0.925923569
HMGXB4	1156.172276	0.22412846	0.562412955	0.398512263	0.690252621	0.925923569
RGS12	1580.696718	-0.185312068	0.464400408	-0.399035111	0.689867334	0.925923569
ADH1C	480.4172661	0.248771636	0.623721852	0.398850281	0.690003526	0.925923569
OXCT1	1551.386759	0.174051933	0.438504239	0.396921894	0.691425058	0.925923569
CAP2	1080.848416	0.250506283	0.627910967	0.398951915	0.689928635	0.925923569
HBS1L	2115.015662	0.1530904	0.384245091	0.398418623	0.690321632	0.925923569
PHF10	1119.818172	-0.228750512	0.576517356	-0.396779923	0.691529757	0.925923569
MAGI2-AS3	3702.845092	-0.132647998	0.334524106	-0.396527472	0.691715945	0.925923569
SAMD9L	2137.264067	0.143976574	0.362989334	0.396641336	0.691631966	0.925923569
STAU2	1160.81676	-0.208077487	0.520278592	-0.399934747	0.689204579	0.925923569
RPL10	11828.98385	0.099880441	0.250780249	0.398278739	0.69042473	0.925923569
PER3	6967.976584	-0.167854582	0.423672786	-0.3961892	0.691965458	0.926050772
CCT8	1216.53159	0.176262384	0.445313174	0.395816685	0.692240267	0.926170376
PSMA2	547.1265882	0.305807342	0.772526575	0.395853492	0.692213112	0.926170376
ST3GAL3	795.8036091	-0.201658794	0.512905217	-0.393169707	0.694194142	0.926179415
HMCN1	2912.384959	0.115536446	0.292009242	0.395660239	0.692355691	0.926179415
ZMYND11	5621.067592	0.094031664	0.238380932	0.394459671	0.693241696	0.926179415
CTNNA3	647.2611258	-0.250497959	0.63609682	-0.393804766	0.693725186	0.926179415
UBE2N	899.4386573	0.233688016	0.593584815	0.393689344	0.69381041	0.926179415
SLC7A8	504.5336936	-0.248151282	0.629451898	-0.394233908	0.693408354	0.926179415
CBX1	835.393606	0.221697138	0.56342538	0.393480922	0.693964312	0.926179415
RALBP1	6286.113467	-0.141675065	0.359308386	-0.394299356	0.693360039	0.926179415
SLC30A6	683.6077428	0.222114281	0.563404321	0.394236026	0.69340679	0.926179415
TGOLN2	14596.93881	0.087768877	0.222623078	0.394248781	0.693397374	0.926179415
EIF5B	2178.674551	0.141172409	0.35873945	0.393523513	0.693932861	0.926179415
MARCH7	6024.920805	0.112419007	0.28518463	0.394197285	0.69343539	0.926179415
CNOT10	678.0224547	0.227785756	0.578448534	0.39378742	0.693737993	0.926179415
PFN2	1724.145887	0.149401318	0.377959513	0.395283921	0.692633364	0.926179415
SERP1	1928.94391	0.194007298	0.492185987	0.394174769	0.693452012	0.926179415
FBXO4	358.3419844	-0.279682162	0.711054974	-0.393334091	0.694072742	0.926179415
ST8SIA4	390.7844439	-0.242779753	0.616938547	-0.393523397	0.693932947	0.926179415
LAMTOR4	448.5965065	-0.223358152	0.566976716	-0.393945898	0.693620983	0.926179415
PPP1R3B	3385.514553	0.118083702	0.298915475	0.395040443	0.692813041	0.926179415
POLR3D	817.1214625	-0.223323968	0.564626309	-0.395525261	0.692455283	0.926179415
WDR34	428.9929371	0.251085319	0.638601518	0.39317996	0.69418657	0.926179415
LPP-AS2	606.4159737	0.221187253	0.562759023	0.393040793	0.694289353	0.926182738
C1orf85	559.3625419	-0.25401433	0.646568271	-0.392865442	0.694418867	0.926206535
SLC8A1	1510.522629	0.184954351	0.470902659	0.39276557	0.694492636	0.926206535
PPP6R3	4094.938538	0.137373035	0.350124499	0.39235482	0.694796063	0.926323601
ERCC4	947.9044357	0.187001834	0.476533623	0.392421069	0.694747121	0.926323601
ARHGAP27	658.3666908	0.217471169	0.554391332	0.392270147	0.694858619	0.926323601
NIF3L1	573.1911345	0.251590448	0.642208949	0.391757929	0.695237083	0.926367745
FOXS1	387.4957965	-0.283197812	0.722306118	-0.392074503	0.695003166	0.926367745
FAT4	8639.197888	-0.096412113	0.246280808	-0.391472293	0.695448165	0.926367745
CLK4	621.3306773	-0.247265627	0.631072762	-0.391817936	0.695192741	0.926367745
AFF2	1646.537229	0.266999967	0.681780429	0.391621636	0.695337799	0.926367745
TMLHE	968.6146272	-0.182949853	0.467268044	-0.391530847	0.695404893	0.926367745
TXLNA	4752.888746	-0.092055361	0.235720672	-0.390527316	0.69614666	0.926531193
GTPBP4	915.5425832	0.191177961	0.489820038	0.390302451	0.696312911	0.926531193
ADPGK	840.624101	0.198126783	0.506973635	0.390802931	0.695942908	0.926531193
ZNF267	750.0568887	0.201455016	0.515512615	0.390785813	0.695955562	0.926531193
DBP	640.5951129	0.245448661	0.628397786	0.390594408	0.69609706	0.926531193
SLC26A6	437.0827497	-0.304000246	0.77788889	-0.39080163	0.69594387	0.926531193
POP7	399.9162898	-0.230602729	0.590811136	-0.390315475	0.696303282	0.926531193
PPAPDC2	450.2124489	-0.272695654	0.697405411	-0.391014537	0.695786491	0.926531193
ZSCAN22	427.2546854	0.262767023	0.67387568	0.389933976	0.69658537	0.926681441
PAX8-AS1	572.5064265	0.302903251	0.777533585	0.389569347	0.696855022	0.926681441
PCDH10	651.6829434	-0.301642741	0.774695128	-0.389369612	0.697002748	0.926681441
FAM53C	926.2445265	0.175859049	0.451533122	0.389470983	0.696927772	0.926681441
PPIL4	1809.38764	-0.140571937	0.361009596	-0.389385598	0.696990924	0.926681441
C1GALT1	650.7690537	-0.220704561	0.566796848	-0.389389182	0.696988274	0.926681441
PROSC	1615.631604	0.183501555	0.471549119	0.389146215	0.697167988	0.926681441
OXR1	2414.877634	0.139870002	0.359355093	0.389225044	0.697109679	0.926681441
TCERG1	2082.306231	-0.147940415	0.38048298	-0.388822687	0.697407317	0.926876222
SKIV2L2	1807.709569	-0.153499038	0.394940648	-0.388663559	0.697525043	0.926909359
BAZ1A	1713.046872	0.145633694	0.375473092	0.387867193	0.698114317	0.927216597
RPIA	524.5720497	0.234944178	0.605811473	0.387817313	0.698151232	0.927216597
DDX46	2612.552282	0.134501631	0.346547484	0.388118909	0.697928039	0.927216597
SNX13	2990.37751	0.133253172	0.343572512	0.387845848	0.698130114	0.927216597
TP53INP1	1166.515601	0.180515317	0.465576965	0.387723901	0.698220367	0.927216597
SMNDC1	767.1925807	-0.181128593	0.467398304	-0.387525139	0.698367478	0.927288679
EGR1	1088.058373	0.229798487	0.593399326	0.387257748	0.698565402	0.927428204
ATF3	690.2957	0.203977755	0.528393826	0.386033569	0.699471807	0.927462984
TRIM11	482.5426936	-0.22759386	0.58913987	-0.386315494	0.699263027	0.927462984
TENC1	11784.49794	-0.091326459	0.23677023	-0.385717662	0.699705781	0.927462984
CFL2	1823.784934	0.187685305	0.486192809	0.386030606	0.699474002	0.927462984
PPCDC	468.6792248	-0.28654607	0.740287069	-0.387074261	0.698701232	0.927462984
C16orf80	594.9932721	0.247081615	0.639159402	0.386572761	0.699072526	0.927462984
PCTP	484.2240067	-0.233801058	0.604290171	-0.386901972	0.698828782	0.927462984
WIPI1	1401.719668	0.198572709	0.514065296	0.386279156	0.699289936	0.927462984
EVI5L	1000.918971	0.184719254	0.478603278	0.385954845	0.699530111	0.927462984
BCAT2	398.9729509	0.299651464	0.776833183	0.385734635	0.69969321	0.927462984
VDAC3	1047.088689	0.190067949	0.492594677	0.385850595	0.699607322	0.927462984
LOC100132352	724.3383848	0.215007653	0.556873883	0.38609757	0.69942441	0.927462984
CDCA7L	404.3935036	-0.273271019	0.709054062	-0.385402234	0.699939428	0.927649588
RPAP1	1062.920585	-0.166493043	0.432495426	-0.384959083	0.70026773	0.9278873
RAD51D	384.1740798	-0.280640117	0.729107022	-0.38490936	0.700304571	0.9278873
SETD3	4794.534855	-0.101330627	0.263614761	-0.384389047	0.700690118	0.928189186
IVD	1398.970168	0.140550228	0.365749584	0.384279939	0.700770975	0.928189186
MKL2	6856.076742	0.099901304	0.2600917	0.384100316	0.700904097	0.928189186
ZNF696	598.2612889	0.25362034	0.660157682	0.384181456	0.700843961	0.928189186
CTCF	2031.009875	0.133852286	0.34887328	0.383670213	0.701222893	0.928488266
SDF2	598.286573	-0.257545978	0.671592319	-0.383485592	0.701359751	0.928546396
PBXIP1	5964.930426	0.115113018	0.301038216	0.382386725	0.702174535	0.928822738
HYOU1	4519.68912	-0.127310502	0.332690984	-0.382668927	0.701965256	0.928822738
NHP2L1	1756.971856	0.135418883	0.354445467	0.382058443	0.702418015	0.928822738
HNRNPD	2819.642109	-0.117578737	0.307441982	-0.382442036	0.702133516	0.928822738
LINC00998	461.3821731	0.274080846	0.717498447	0.381995037	0.702465046	0.928822738
DDX58	1035.898274	-0.215281737	0.563269219	-0.382200429	0.702312704	0.928822738
RALGPS1	455.4812762	0.259293534	0.678329692	0.382252962	0.702273741	0.928822738
ZNF79	572.0798285	-0.221583884	0.579419946	-0.382423639	0.702147159	0.928822738
ATP6AP2	2417.457033	0.138349462	0.361424059	0.382789852	0.701875586	0.928822738
USP51	472.0906353	0.210969935	0.55234937	0.38195017	0.702498326	0.928822738
CLNS1A	1386.980632	-0.170688519	0.447308629	-0.381590042	0.702765472	0.928923244
CYYR1	1079.476128	0.218228636	0.57199198	0.381523944	0.702814507	0.928923244
SMC4	916.8405264	0.168715599	0.442275625	0.38147162	0.702853326	0.928923244
BAHCC1	3950.397299	-0.115533944	0.303165477	-0.381092021	0.703134968	0.929172535
PPHLN1	1275.640356	0.190579525	0.500414236	0.380843531	0.703319356	0.92921699
POLR1D	1065.393599	0.184200427	0.483884027	0.380670609	0.70344768	0.92921699
FLJ44635	372.8714289	-0.271352543	0.712823203	-0.380672995	0.70344591	0.92921699
TMEM50A	1611.191906	0.160108747	0.422172964	0.379249172	0.70450284	0.929602006
SARS	3286.231159	-0.12261631	0.323290297	-0.379276184	0.704482783	0.929602006
BAG3	3297.054364	-0.148292968	0.390361814	-0.379885948	0.704030079	0.929602006
ZNF627	716.1652131	0.232806025	0.612613574	0.380021003	0.703929824	0.929602006
MYO9B	8849.036361	0.095037512	0.250231739	0.379797993	0.704095372	0.929602006
SGCD	1525.560372	-0.140346272	0.370160592	-0.379149684	0.704576713	0.929602006
ECI2	514.6789013	-0.198313564	0.522592963	-0.379479973	0.704331473	0.929602006
ORC3	938.2147255	0.161283879	0.42470582	0.379754342	0.704127778	0.929602006
RALA	1779.624841	0.165380214	0.435766906	0.379515315	0.704305234	0.929602006
CCDC176	367.2291571	-0.254654929	0.673021332	-0.378375717	0.705151505	0.930114668
NEK11	521.186818	0.231435469	0.611526972	0.378455046	0.705092582	0.930114668
NDUFA9	552.8415011	0.237865861	0.629055423	0.378131803	0.705332684	0.930230813
SNRK	3341.911965	0.109805307	0.290546891	0.377926284	0.705485356	0.930309336
SPTB	788.3064119	-0.206736978	0.547863232	-0.377351438	0.705912451	0.930626828
PSMC4	1736.144238	0.146968449	0.389411093	0.377412075	0.705867395	0.930626828
DDX54	1491.81608	0.160866272	0.426513152	0.377166029	0.706050224	0.930685628
TMCO1	2656.844654	0.134626424	0.357477836	0.376600759	0.706470324	0.930748096
C18orf8	686.3409466	0.210670593	0.559291606	0.376673976	0.706415905	0.930748096
ZCCHC4	367.962625	0.260702681	0.691961482	0.376758949	0.706352751	0.930748096
SSR1	6688.116155	0.099758959	0.26478734	0.376751242	0.706358478	0.930748096
FLT1	4353.174706	0.141952225	0.377391064	0.376140929	0.706812128	0.930949133
ZNF254	791.344878	-0.189122021	0.502897284	-0.376064909	0.706868641	0.930949133
SUMO1	1353.416434	0.17667969	0.469868611	0.376019351	0.70690251	0.930949133
JTB	1491.320643	0.151877527	0.404359419	0.375600321	0.707214052	0.931113901
SH3BGRL	3410.17921	-0.133537235	0.35547177	-0.375661996	0.707168194	0.931113901
FES	1029.597572	0.163511097	0.435945026	0.375072743	0.707606368	0.931262188
RHOB	7272.873255	-0.10442409	0.278372645	-0.375123391	0.707568702	0.931262188
SUCLG2	1986.97282	-0.146348497	0.390018261	-0.375234988	0.707485712	0.931262188
PDE2A	3611.712452	-0.139035515	0.370978623	-0.374780397	0.707823795	0.93142562
PROCR	539.5548133	0.22223763	0.593416027	0.374505608	0.708028185	0.931480497
SULF2	2563.214434	-0.136104725	0.363456133	-0.374473595	0.708051998	0.931480497
