"Pathway","Mouse_majorSC","Mouse_aggSC","Human_JCI_SC","Human_JCI_Bulk","n_datasets"
"polysaccharide metabolic process",0,0,0,1,1
"cell maturation",0,0,0,1,1
"mesonephric tubule morphogenesis",0,0,0,1,1
"amino sugar metabolic process",0,0,0,1,1
"positive regulation of mitotic nuclear division",0,0,0,1,1
"regulation of release of cytochrome c from mitochondria",0,0,0,1,1
"response to vitamin D",0,0,0,1,1
"type B pancreatic cell proliferation",0,0,0,1,1
"positive regulation of pattern recognition receptor signaling pathway",0,0,0,1,1
"negative regulation of sequestering of calcium ion",0,0,0,1,1
"cardiac muscle contraction",0,0,0,1,1
"lung alveolus development",0,0,0,1,1
"nucleobase-containing compound catabolic process",0,0,0,1,1
"positive regulation of lipid storage",0,0,0,1,1
"hemoglobin metabolic process",0,0,0,1,1
"prostaglandin secretion",0,0,0,1,1
"positive regulation of meiotic nuclear division",0,0,0,1,1
"T-helper 17 cell lineage commitment",0,0,0,1,1
"regulation of steroid hormone biosynthetic process",0,0,0,1,1
"negative regulation of release of cytochrome c from mitochondria",0,0,0,1,1
"establishment of organelle localization",0,0,0,1,1
"positive regulation of catabolic process",0,0,0,1,1
"smooth muscle cell differentiation",0,0,0,1,1
"immune system development",0,0,0,1,1
"female sex differentiation",0,0,0,1,1
"regulation of neural precursor cell proliferation",0,0,0,1,1
"positive regulation of vascular endothelial growth factor production",0,0,0,1,1
"negative regulation of D-glucose transmembrane transport",0,0,0,1,1
"ossification involved in bone maturation",0,0,0,1,1
"negative regulation of natural killer cell mediated cytotoxicity",0,0,0,1,1
"positive regulation of macrophage cytokine production",0,0,0,1,1
"positive regulation of neutrophil chemotaxis",0,0,0,1,1
"organic acid metabolic process",0,0,0,1,1
"nephron morphogenesis",0,0,0,1,1
"regulation of viral process",0,0,0,1,1
"developmental maturation",0,0,0,1,1
"negative regulation of antigen processing and presentation",0,0,0,1,1
"CMP catabolic process",0,0,0,1,1
"regulation of long-chain fatty acid import across plasma membrane",0,0,0,1,1
"folic acid transport",0,0,0,1,1
"response to bacterial lipoprotein",0,0,0,1,1
"positive regulation of immature T cell proliferation",0,0,0,1,1
"positive regulation of immature T cell proliferation in thymus",0,0,0,1,1
"TRIF-dependent toll-like receptor signaling pathway",0,0,0,1,1
"MHC class I biosynthetic process",0,0,0,1,1
"regulation of MHC class I biosynthetic process",0,0,0,1,1
"positive regulation of T-helper 2 cell differentiation",0,0,0,1,1
"negative regulation of skeletal muscle tissue development",0,0,0,1,1
"positive regulation of odontoblast differentiation",0,0,0,1,1
"positive regulation of opsonization",0,0,0,1,1
"negative regulation of cardiac muscle hypertrophy in response to stress",0,0,0,1,1
"negative regulation of CD8-positive, alpha-beta T cell activation",0,0,0,1,1
"maturation of SSU-rRNA",0,0,0,1,1
"activin receptor signaling pathway",0,0,0,1,1
"negative regulation of cell cycle phase transition",0,0,0,1,1
"negative regulation of lipid metabolic process",0,0,0,1,1
"carboxylic acid metabolic process",0,0,0,1,1
"negative regulation of G1/S transition of mitotic cell cycle",0,0,0,1,1
"myeloid dendritic cell activation",0,0,0,1,1
"vascular endothelial growth factor production",0,0,0,1,1
"positive regulation of animal organ morphogenesis",0,0,0,1,1
"regulation of sequestering of calcium ion",0,0,0,1,1
"adipose tissue development",0,0,0,1,1
"negative regulation of protein modification by small protein conjugation or removal",0,0,0,1,1
"negative regulation of cell cycle process",0,0,0,1,1
"embryonic placenta development",0,0,0,1,1
"positive regulation of glucose metabolic process",0,0,0,1,1
"interferon-beta production",0,0,0,1,1
"regulation of interferon-beta production",0,0,0,1,1
"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0,0,0,1,1
"regulation of protein serine/threonine kinase activity",0,0,0,1,1
"response to amyloid-beta",0,0,0,1,1
"mast cell chemotaxis",0,0,0,1,1
"manganese ion transport",0,0,0,1,1
"positive regulation of platelet activation",0,0,0,1,1
"cartilage morphogenesis",0,0,0,1,1
"regulation of protein tyrosine kinase activity",0,0,0,1,1
"mRNA modification",0,0,0,1,1
"vitamin transmembrane transport",0,0,0,1,1
"detection of mechanical stimulus involved in sensory perception of sound",0,0,0,1,1
"regulation of leukocyte tethering or rolling",0,0,0,1,1
"nucleotide-sugar biosynthetic process",0,0,0,1,1
"positive regulation of striated muscle cell apoptotic process",0,0,0,1,1
"macrophage derived foam cell differentiation",0,0,0,1,1
"bile acid and bile salt transport",0,0,0,1,1
"prostaglandin transport",0,0,0,1,1
"positive regulation of fatty acid biosynthetic process",0,0,0,1,1
"regulation of skeletal muscle tissue development",0,0,0,1,1
"uterus development",0,0,0,1,1
"ovulation cycle process",0,0,0,1,1
"regulation of glial cell proliferation",0,0,0,1,1
"regulation of postsynapse assembly",0,0,0,1,1
"specification of animal organ identity",0,0,0,1,1
"developmental induction",0,0,0,1,1
"negative regulation of type II interferon production",0,0,0,1,1
"sequestering of calcium ion",0,0,0,1,1
"muscle adaptation",0,0,0,1,1
"cell division",0,0,0,1,1
"circadian regulation of gene expression",0,0,0,1,1
"T cell migration",0,0,0,1,1
"multicellular organism growth",0,0,0,1,1
"response to activity",0,0,0,1,1
"icosanoid metabolic process",0,0,0,1,1
"immunoglobulin production",0,0,0,1,1
"TORC1 signaling",0,0,0,1,1
"acidic amino acid transport",0,0,0,1,1
"regulation of tissue remodeling",0,0,0,1,1
"regulation of multicellular organism growth",0,0,0,1,1
"regulation of striated muscle tissue development",0,0,0,1,1
"granulocyte differentiation",0,0,0,1,1
"stress-activated MAPK cascade",0,0,0,1,1
"regulation of bone remodeling",0,0,0,1,1
"face development",0,0,0,1,1
"negative regulation of lipid localization",0,0,0,1,1
"skin development",0,0,0,1,1
"negative regulation of T cell mediated immunity",0,0,0,1,1
"regulation of animal organ formation",0,0,0,1,1
"regulation of superoxide anion generation",0,0,0,1,1
"mammary gland epithelial cell proliferation",0,0,0,1,1
"ionotropic glutamate receptor signaling pathway",0,0,0,1,1
"detection of temperature stimulus involved in sensory perception",0,0,0,1,1
"positive regulation of meiotic cell cycle",0,0,0,1,1
"cell fate commitment involved in formation of primary germ layer",0,0,0,1,1
"coronary vasculature morphogenesis",0,0,0,1,1
"bone maturation",0,0,0,1,1
"epidermal growth factor receptor signaling pathway",0,0,0,1,1
"cellular response to unfolded protein",0,0,0,1,1
"negative regulation of cell killing",0,0,0,1,1
"positive regulation of multicellular organism growth",0,0,0,1,1
"cellular response to calcium ion",0,0,0,1,1
"response to alcohol",0,0,0,1,1
"lactate metabolic process",0,0,0,1,1
"opsonization",0,0,0,1,1
"fibrinolysis",0,0,0,1,1
"carbohydrate phosphorylation",0,0,0,1,1
"gland morphogenesis",0,0,0,1,1
"receptor internalization",0,0,0,1,1
"regulation of bone resorption",0,0,0,1,1
"programmed necrotic cell death",0,0,0,1,1
"positive regulation of insulin secretion",0,0,0,1,1
"regulation of striated muscle contraction",0,0,0,1,1
"endothelial cell development",0,0,0,1,1
"cardiac muscle cell apoptotic process",0,0,0,1,1
"hormone biosynthetic process",0,0,0,1,1
"calcium ion transmembrane import into cytosol",0,0,0,1,1
"ovulation from ovarian follicle",0,0,0,1,1
"negative regulation of type 2 immune response",0,0,0,1,1
"leukotriene biosynthetic process",0,0,0,1,1
"negative regulation of circadian rhythm",0,0,0,1,1
"positive regulation of leukocyte tethering or rolling",0,0,0,1,1
"response to endothelin",0,0,0,1,1
"calcium ion import",0,0,0,1,1
"natural killer cell cytokine production",0,0,0,1,1
"regulation of natural killer cell cytokine production",0,0,0,1,1
"dCMP catabolic process",0,0,0,1,1
"pyrimidine ribonucleoside monophosphate catabolic process",0,0,0,1,1
"negative regulation of cardiac muscle adaptation",0,0,0,1,1
"vocal learning",0,0,0,1,1
"positive regulation of T-helper 1 cell differentiation",0,0,0,1,1
"dCMP metabolic process",0,0,0,1,1
"monocyte aggregation",0,0,0,1,1
"neutrophil-mediated killing of gram-negative bacterium",0,0,0,1,1
"thymocyte migration",0,0,0,1,1
"imitative learning",0,0,0,1,1
"positive regulation of protein K63-linked ubiquitination",0,0,0,1,1
"positive regulation of neuroepithelial cell differentiation",0,0,0,1,1
"regulation of dendritic cell differentiation",0,0,0,1,1
"cardiac muscle hypertrophy",0,0,0,1,1
"cardiac cell development",0,0,0,1,1
"female gonad development",0,0,0,1,1
"glutamate secretion",0,0,0,1,1
"defense response to protozoan",0,0,0,1,1
"detection of stimulus involved in sensory perception of pain",0,0,0,1,1
"regulation of cardiac muscle cell contraction",0,0,0,1,1
"defense response to virus",0,0,0,1,1
"female gamete generation",0,0,0,1,1
"cellular response to decreased oxygen levels",0,0,0,1,1
"mesodermal cell differentiation",0,0,0,1,1
"positive regulation of granulocyte chemotaxis",0,0,0,1,1
"foam cell differentiation",0,0,0,1,1
"positive regulation of cell cycle G2/M phase transition",0,0,0,1,1
"negative regulation of DNA biosynthetic process",0,0,0,1,1
"regulation of lipid storage",0,0,0,1,1
"positive regulation of steroid metabolic process",0,0,0,1,1
"regulation of muscle tissue development",0,0,0,1,1
"negative regulation of post-translational protein modification",0,0,0,1,1
"negative regulation of peptide hormone secretion",0,0,0,1,1
"L-alpha-amino acid transmembrane transport",0,0,0,1,1
"RNA modification",0,0,0,1,1
"establishment of protein localization to organelle",0,0,0,1,1
"kidney morphogenesis",0,0,0,1,1
"neurotransmitter secretion",0,0,0,1,1
"TOR signaling",0,0,0,1,1
"signal release from synapse",0,0,0,1,1
"pyrimidine deoxyribonucleotide metabolic process",0,0,0,1,1
"response to muscle stretch",0,0,0,1,1
"locomotory behavior",0,0,0,1,1
"carbohydrate transport",0,0,0,1,1
"endocrine system development",0,0,0,1,1
"unsaturated fatty acid biosynthetic process",0,0,0,1,1
"glutamate receptor signaling pathway",0,0,0,1,1
"amino acid transmembrane transport",0,0,0,1,1
"hexose biosynthetic process",0,0,0,1,1
"organic cation transport",0,0,0,1,1
"maternal placenta development",0,0,0,1,1
"central nervous system neuron axonogenesis",0,0,0,1,1
"ruffle assembly",0,0,0,1,1
"aorta development",0,0,0,1,1
"amyloid precursor protein metabolic process",0,0,0,1,1
"myoblast fusion",0,0,0,1,1
"protein O-linked glycosylation via xylose",0,0,0,1,1
"negative regulation of protein localization",0,0,0,1,1
"regulation of vascular permeability involved in acute inflammatory response",0,0,0,1,1
"negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",0,0,0,1,1
"immune response-inhibiting cell surface receptor signaling pathway",0,0,0,1,1
"glycine catabolic process",0,0,0,1,1
"substance P catabolic process",0,0,0,1,1
"glycine decarboxylation via glycine cleavage system",0,0,0,1,1
"rhombomere morphogenesis",0,0,0,1,1
"negative regulation of toll-like receptor 3 signaling pathway",0,0,0,1,1
"brain segmentation",0,0,0,1,1
"urokinase plasminogen activator signaling pathway",0,0,0,1,1
"type III interferon-mediated signaling pathway",0,0,0,1,1
"positive regulation of dopamine uptake involved in synaptic transmission",0,0,0,1,1
"positive regulation of catecholamine uptake involved in synaptic transmission",0,0,0,1,1
"vestibular receptor cell differentiation",0,0,0,1,1
"vestibular receptor cell development",0,0,0,1,1
"cell proliferation involved in mesonephros development",0,0,0,1,1
"detection of bacterial lipopeptide",0,0,0,1,1
"neutrophil-mediated killing of gram-positive bacterium",0,0,0,1,1
"regulation of neutrophil mediated killing of fungus",0,0,0,1,1
"positive regulation of neutrophil mediated killing of fungus",0,0,0,1,1
"cellular response to type III interferon",0,0,0,1,1
"negative regulation of macrophage inflammatory protein 1 alpha production",0,0,0,1,1
"positive regulation of macrophage inflammatory protein 1 alpha production",0,0,0,1,1
"response to triacyl bacterial lipopeptide",0,0,0,1,1
"cellular response to triacyl bacterial lipopeptide",0,0,0,1,1
"ammonium ion metabolic process",0,0,0,1,1
"negative regulation of arachidonate secretion",0,0,0,1,1
"regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator",0,0,0,1,1
"positive regulation of leukocyte adhesion to arterial endothelial cell",0,0,0,1,1
"ceramide phosphoethanolamine metabolic process",0,0,0,1,1
"positive regulation of inhibitory synapse assembly",0,0,0,1,1
"positive regulation of endothelial tube morphogenesis",0,0,0,1,1
"intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator",0,0,0,1,1
"positive regulation of interleukin-18-mediated signaling pathway",0,0,0,1,1
"small GTPase-mediated signal transduction",0,0,0,1,1
"antigen processing and presentation of exogenous peptide antigen",0,0,0,1,1
"regulation of B cell apoptotic process",0,0,0,1,1
"positive regulation of lipid catabolic process",0,0,0,1,1
"development of primary female sexual characteristics",0,0,0,1,1
"organophosphate catabolic process",0,0,0,1,1
"positive regulation of carbohydrate metabolic process",0,0,0,1,1
"fructose 6-phosphate metabolic process",0,0,0,1,1
"CD40 signaling pathway",0,0,0,1,1
"bone mineralization involved in bone maturation",0,0,0,1,1
"regulation of ATP-dependent activity",0,0,0,1,1
"nose development",0,0,0,1,1
"positive regulation of macrophage differentiation",0,0,0,1,1
"dTMP metabolic process",0,0,0,1,1
"relaxation of cardiac muscle",0,0,0,1,1
"negative regulation of neuroinflammatory response",0,0,0,1,1
"positive regulation of epithelial cell differentiation",0,0,0,1,1
"cellular response to amino acid starvation",0,0,0,1,1
"positive regulation of protein kinase activity",0,0,0,1,1
"regulation of alcohol biosynthetic process",0,0,0,1,1
"nephron tubule morphogenesis",0,0,0,1,1
"striated muscle cell development",0,0,0,1,1
"negative regulation of peptide secretion",0,0,0,1,1
"regulation of protein stability",0,0,0,1,1
"B cell apoptotic process",0,0,0,1,1
"positive regulation of steroid biosynthetic process",0,0,0,1,1
"positive regulation of interleukin-12 production",0,0,0,1,1
"neutral lipid catabolic process",0,0,0,1,1
"acylglycerol catabolic process",0,0,0,1,1
"lymphocyte chemotaxis",0,0,0,1,1
"response to tumor cell",0,0,0,1,1
"digestive tract morphogenesis",0,0,0,1,1
"regulation of neuroblast proliferation",0,0,0,1,1
"T-helper cell lineage commitment",0,0,0,1,1
"positive regulation of macrophage chemotaxis",0,0,0,1,1
"wound healing, spreading of epidermal cells",0,0,0,1,1
"myeloid dendritic cell differentiation",0,0,0,1,1
"regulation of renal system process",0,0,0,1,1
"positive regulation of reactive oxygen species biosynthetic process",0,0,0,1,1
"striated muscle hypertrophy",0,0,0,1,1
"cellular response to radiation",0,0,0,1,1
"protein export from nucleus",0,0,0,1,1
"maternal process involved in female pregnancy",0,0,0,1,1
"negative regulation of cell cycle G1/S phase transition",0,0,0,1,1
"B cell mediated immunity",0,0,0,1,1
"prostaglandin biosynthetic process",0,0,0,1,1
"detection of temperature stimulus",0,0,0,1,1
"thyroid gland development",0,0,0,1,1
"regulation of mast cell degranulation",0,0,0,1,1
"prostanoid biosynthetic process",0,0,0,1,1
"positive regulation of leukocyte apoptotic process",0,0,0,1,1
"negative regulation of endothelial cell apoptotic process",0,0,0,1,1
"regulation of actin filament polymerization",0,0,0,1,1
"positive regulation of endothelial cell proliferation",0,0,0,1,1
"response to unfolded protein",0,0,0,1,1
"cellular response to topologically incorrect protein",0,0,0,1,1
"connective tissue replacement involved in inflammatory response wound healing",0,0,0,1,1
"germinal center B cell differentiation",0,0,0,1,1
"osmosensory signaling pathway",0,0,0,1,1
"negative regulation of glutamate secretion",0,0,0,1,1
"lactate biosynthetic process",0,0,0,1,1
"rhombomere development",0,0,0,1,1
"regulation of JUN kinase activity",0,0,0,1,1
"regulation of mast cell chemotaxis",0,0,0,1,1
"establishment of Sertoli cell barrier",0,0,0,1,1
"neuroblast migration",0,0,0,1,1
"regulation of long-chain fatty acid import into cell",0,0,0,1,1
"positive regulation of ferroptosis",0,0,0,1,1
"positive regulation of extracellular matrix assembly",0,0,0,1,1
"regulation of opsonization",0,0,0,1,1
"regulation of matrix metallopeptidase secretion",0,0,0,1,1
"regulation of epithelial tube formation",0,0,0,1,1
"positive regulation of epithelial tube formation",0,0,0,1,1
"matrix metallopeptidase secretion",0,0,0,1,1
"positive regulation of T-helper 2 cell cytokine production",0,0,0,1,1
"organelle fission",0,0,0,1,1
"ruffle organization",0,0,0,1,1
"regulation of proteolysis",0,0,0,1,1
"B cell homeostasis",0,0,0,1,1
"negative regulation of chemotaxis",0,0,0,1,1
"autophagy",0,0,0,1,1
"process utilizing autophagic mechanism",0,0,0,1,1
"muscle hypertrophy",0,0,0,1,1
"regulation of carbohydrate biosynthetic process",0,0,0,1,1
"polyol biosynthetic process",0,0,0,1,1
"sphingolipid metabolic process",0,0,0,1,1
"Ras protein signal transduction",0,0,0,1,1
"regulation of muscle adaptation",0,0,0,1,1
"positive regulation of monoatomic ion transport",0,0,0,1,1
"keratinocyte differentiation",0,0,0,1,1
"activation of membrane attack complex",0,0,0,1,1
"renal system process involved in regulation of blood volume",0,0,0,1,1
"negative regulation of receptor internalization",0,0,0,1,1
"dendritic cell cytokine production",0,0,0,1,1
"regulation of dendritic cell cytokine production",0,0,0,1,1
"sphingosine-1-phosphate receptor signaling pathway",0,0,0,1,1
"translational termination",0,0,0,1,1
"regulation of skeletal muscle cell proliferation",0,0,0,1,1
"gap junction assembly",0,0,0,1,1
"intracellular monoatomic anion homeostasis",0,0,0,1,1
"regulation of heat generation",0,0,0,1,1
"regulation of prostaglandin secretion",0,0,0,1,1
"regulation of immature T cell proliferation",0,0,0,1,1
"vitamin D metabolic process",0,0,0,1,1
"mast cell migration",0,0,0,1,1
"spontaneous synaptic transmission",0,0,0,1,1
"regulation of trophoblast cell migration",0,0,0,1,1
"regulation of complement activation",0,0,0,1,1
"positive regulation of hormone metabolic process",0,0,0,1,1
"negative regulation of amide metabolic process",0,0,0,1,1
"protein refolding",0,0,0,1,1
"positive regulation of striated muscle tissue development",0,0,0,1,1
"positive regulation of muscle organ development",0,0,0,1,1
"3'-UTR-mediated mRNA stabilization",0,0,0,1,1
"positive regulation of muscle tissue development",0,0,0,1,1
"regulation of establishment of protein localization to mitochondrion",0,0,0,1,1
"positive regulation of fatty acid transport",0,0,0,1,1
"response to interferon-alpha",0,0,0,1,1
"viral process",0,0,0,1,1
"positive regulation of muscle contraction",0,0,0,1,1
"intracellular calcium ion homeostasis",0,0,0,1,1
"regulation of TORC1 signaling",0,0,0,1,1
"ovarian follicle development",0,0,0,1,1
"negative regulation of viral process",0,0,0,1,1
"chemokine-mediated signaling pathway",0,0,0,1,1
"response to testosterone",0,0,0,1,1
"plasma lipoprotein particle clearance",0,0,0,1,1
"regulatory T cell differentiation",0,0,0,1,1
"establishment of spindle orientation",0,0,0,1,1
"dopaminergic neuron differentiation",0,0,0,1,1
"proteoglycan biosynthetic process",0,0,0,1,1
"animal organ regeneration",0,0,0,1,1
"canonical inflammasome complex assembly",0,0,0,1,1
"cellular response to alcohol",0,0,0,1,1
"regulation of TOR signaling",0,0,0,1,1
"endoderm development",0,0,0,1,1
"regulation of DNA biosynthetic process",0,0,0,1,1
