"Term","padj","comparison","cell_type","gene_set","enrich_type","neg_log10_padj"
"homeostatic process",0.0354440156431624,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.45045708043987
"positive regulation of cell migration",0.0354440156431624,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.45045708043987
"response to oxygen-containing compound",0.0354440156431624,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.45045708043987
"regulation of response to stimulus",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"positive regulation of cell motility",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"neurogenesis",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"positive regulation of cell communication",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"positive regulation of signaling",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"positive regulation of locomotion",0.0357567934510894,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44664143419763
"cell surface receptor protein tyrosine kinase signaling pathway",0.0361919160656851,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.44138842394551
"system development",0.0363920008757769,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.43899406572676
"blood vessel morphogenesis",0.0372494144404571,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.42888054995669
"heart development",0.0384340278285281,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.41528409973965
"tissue development",0.0394377583876489,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.40408777799911
"tissue morphogenesis",0.0396059426545216,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.40223964567967
"MAPK cascade",0.0452641476217555,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.344245653503
"head development",0.0458146968855368,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.33899518242374
"regulation of cellular process",0.0471020780972237,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32695993180427
"developmental growth",0.04767140515347,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32174204670093
"positive regulation of response to stimulus",0.04767140515347,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32174204670093
"cell differentiation",0.04767140515347,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32174204670093
"cellular developmental process",0.04767140515347,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32174204670093
"chordate embryonic development",0.0477388334658204,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.32112819751081
"cellular response to chemical stimulus",0.0482332540504207,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.3166534374671
"cytokine production",0.0482332540504207,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.3166534374671
"embryo development ending in birth or egg hatching",0.0483189327578545,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.31588266673985
"multicellular organism development",0.0483830723248007,"DRvsHFD","aggSC","Overlap_All3","richR_GO",1.31530655740153
"anatomical structure morphogenesis",3.87565437110093e-06,"EXvsHFD","mySC","Overlap_MS","richR_GO",5.41165496005692
"positive regulation of developmental process",9.91541067910725e-06,"EXvsHFD","mySC","Overlap_MS","richR_GO",5.00368929336221
"positive regulation of cell differentiation",6.68565427675227e-05,"EXvsHFD","mySC","Overlap_MS","richR_GO",4.17485608505437
"system development",8.47121123017625e-05,"EXvsHFD","mySC","Overlap_MS","richR_GO",4.07205448896402
"regulation of developmental process",8.47121123017625e-05,"EXvsHFD","mySC","Overlap_MS","richR_GO",4.07205448896402
"positive regulation of myelination",0.00015508933205723,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.80941807444957
"glial cell differentiation",0.000244035870680137,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.61254633229464
"cell differentiation",0.000253566525947565,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.59590807948034
"cellular developmental process",0.000253566525947565,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.59590807948034
"multicellular organism development",0.000280190959451787,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.55254588162535
"anatomical structure development",0.000547829763190818,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.26135437653916
"regulation of multicellular organismal development",0.000550084019516063,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.25957097155051
"gliogenesis",0.000555565743120127,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.25526454125079
"positive regulation of nervous system process",0.000555565743120127,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.25526454125079
"positive regulation of glial cell differentiation",0.000576685054173326,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.23906130396306
"regulation of myelination",0.00076299761275801,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.11747682084937
"regulation of cell differentiation",0.000797798707232766,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.09810667176412
"developmental process",0.000969027519668645,"EXvsHFD","mySC","Overlap_MS","richR_GO",3.01366388913032
"regulation of sodium ion transport",0.00111271755152705,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.95361506152373
"regulation of multicellular organismal process",0.00120698491173188,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.91829815889399
"cell growth",0.00134593996445967,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.87097431134931
"animal organ development",0.00146359921282531,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.83457783276408
"cranial nerve structural organization",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"positive regulation of gliogenesis",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"neurogenesis",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"nervous system development",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"regulation of nervous system development",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"regulation of glial cell differentiation",0.00154249951147739,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.81177496483943
"astrocyte differentiation",0.00158098834471846,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.80107133173959
"cell adhesion",0.00164854837938252,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.78289830324296
"nerve development",0.00166845448959224,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.77768563509161
"cellular component organization",0.00166845448959224,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.77768563509161
"positive regulation of astrocyte differentiation",0.00166943916244139,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.77742940284346
"positive regulation of neurogenesis",0.00193022146943799,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.71439285812347
"cellular component organization or biogenesis",0.00210351604344266,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.67705417128566
"growth",0.00222369274795328,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.65292522027645
"neuron differentiation",0.00263647302438875,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.57897666788232
"anatomical structure arrangement",0.0027838864802134,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.55534847812113
"generation of neurons",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"plasma membrane bounded cell projection organization",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"neuron projection development",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"positive regulation of nervous system development",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"regulation of gliogenesis",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"neuron projection morphogenesis",0.00325164475458306,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.48789690758955
"cell projection organization",0.0034263397686269,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.46516957297493
"plasma membrane bounded cell projection morphogenesis",0.0034263397686269,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.46516957297493
"cell projection morphogenesis",0.00349614742628448,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.45641026222989
"anatomical structure formation involved in morphogenesis",0.00424312803787828,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.37231386304719
"regulation of nervous system process",0.00424312803787828,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.37231386304719
"cranial nerve morphogenesis",0.00424312803787828,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.37231386304719
"regulation of cell growth",0.004253573803468,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.37124602737987
"cell development",0.00437322919953082,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.35919776082505
"positive regulation of multicellular organismal process",0.00444075842817302,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.35254285127239
"neuron development",0.0053197520607727,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.27410860852216
"negative regulation of cell growth",0.00543170853527684,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.26506354228371
"regulation of neurogenesis",0.00543170853527684,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.26506354228371
"striated muscle tissue development",0.00580970028707652,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.23584627157288
"regulation of astrocyte differentiation",0.00580970028707652,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.23584627157288
"myelination",0.00586485068471475,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.23174304026285
"ensheathment of neurons",0.00601102360202345,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.22105156678959
"axon ensheathment",0.00601102360202345,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.22105156678959
"muscle tissue development",0.00658576040734898,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.18139407314719
"regulation of cell development",0.00702228094797195,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.15352179923508
"positive regulation of cell development",0.00860042327653134,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.0654801740892
"tissue development",0.00884978314636174,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.05306737105272
"negative regulation of growth",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"regulation of neuron differentiation",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere formation",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere structural organization",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere 3 structural organization",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere 3 formation",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere 5 morphogenesis",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere 5 structural organization",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"rhombomere 5 formation",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"seminal vesicle epithelium development",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"negative regulation of hepatocyte differentiation",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"cellular response to vitamin E",0.00907627157142031,"EXvsHFD","mySC","Overlap_MS","richR_GO",2.04209251805321
"central nervous system development",0.0100490386584171,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.99787548305089
"sodium ion transport",0.0100490386584171,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.99787548305089
"response to mechanical stimulus",0.0101409315606979,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.99392214824846
"cranial nerve development",0.0105155609143049,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.97816755650212
"cell morphogenesis",0.0116023827780665,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.93545281067847
"collagen fibril organization",0.0119739489564286,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.92176259753397
"developmental growth involved in morphogenesis",0.012348504190867,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.90838564653355
"developmental cell growth",0.012348504190867,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.90838564653355
"regulation of growth",0.0123663484536566,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.90775852030131
"animal organ morphogenesis",0.0123663484536566,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.90775852030131
"positive regulation of cellular process",0.0136303848982673,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.86549188027439
"rhythmic behavior",0.0147288555974869,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.83183099565596
"extracellular matrix organization",0.0147288555974869,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.83183099565596
"external encapsulating structure organization",0.0147288555974869,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.83183099565596
"extracellular structure organization",0.0147288555974869,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.83183099565596
"multicellular organismal process",0.0155055063275121,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.80951404744315
"export across plasma membrane",0.0155055063275121,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.80951404744315
"sensory organ morphogenesis",0.0169451529806984,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.77095450600198
"muscle structure development",0.0190871990341147,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.7192577978126
"response to abiotic stimulus",0.0190871990341147,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.7192577978126
"positive regulation of biological process",0.0197123416669914,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.70526178197899
"skeletal muscle cell differentiation",0.0197123416669914,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.70526178197899
"cellular response to mechanical stimulus",0.0215396879192018,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.66676059332914
"cellular response to external stimulus",0.0221187303668204,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.65523980550969
"head development",0.0221187303668204,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.65523980550969
"cellular response to fibroblast growth factor stimulus",0.0229306973905142,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.63958273688601
"developmental growth",0.0229306973905142,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.63958273688601
"regulation of metal ion transport",0.0229306973905142,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.63958273688601
"behavior",0.0232069958305938,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.63438107577153
"response to fibroblast growth factor",0.0245006344167107,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.61082266991671
"transmission of nerve impulse",0.0247098719510899,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.60712950514746
"positive regulation of neuron differentiation",0.02573874692418,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.58941260028948
"cardiac muscle tissue growth",0.0263618961045661,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.57902335590902
"metal ion transport",0.0277307512374298,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.55703836504705
"regionalization",0.0288711495219454,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.5395359240826
"regulation of anatomical structure morphogenesis",0.0288711495219454,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.5395359240826
"heart growth",0.0288711495219454,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.5395359240826
"regulation of monoatomic ion transport",0.0306245319198088,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.51393054054407
"pattern specification process",0.0333011857146686,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.47754030282491
"response to endogenous stimulus",0.0346012146441969,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.4609086554265
"regulation of cell migration",0.0346012146441969,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.4609086554265
"axonogenesis",0.0352108395071363,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.45332362023029
"regulation of biological process",0.0353042395076622,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.45217313925157
"monoatomic cation transport",0.0387742687339142,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.41145638404487
"regulation of cell motility",0.0396570143661739,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.40167998536784
"gland development",0.0401040158152713,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.3968121371282
"regulation of axonogenesis",0.0401040158152713,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.3968121371282
"system process",0.0421027634179232,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.37568939827909
"regulation of neuron projection development",0.0422552690947735,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.37411912822661
"axon development",0.0423786727254694,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.37285264925409
"regulation of locomotion",0.0423786727254694,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.37285264925409
"liver development",0.0423786727254694,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.37285264925409
"hepaticobiliary system development",0.0432898509498201,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.36361390949251
"response to wounding",0.0432898509498201,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.36361390949251
"regulation of transport",0.0432911606029989,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.36360077092693
"biological regulation",0.0436999583257428,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.35951897719225
"regulation of cellular component organization",0.0442119646096313,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.35446018628922
"hindbrain development",0.0445602129240749,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.35105274262046
"eye morphogenesis",0.0449626880782565,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.34714773252226
"nervous system process",0.0449626880782565,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.34714773252226
"neuron projection extension",0.0461704689676487,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.33563571416388
"skeletal muscle tissue development",0.0484994857493833,"EXvsHFD","mySC","Overlap_MS","richR_GO",1.31426286629236
"anatomical structure morphogenesis",4.04917726455302e-06,"EXvsHFD","majorSC","Overlap_MS","richR_GO",5.3926332103069
"system development",4.04917726455302e-06,"EXvsHFD","majorSC","Overlap_MS","richR_GO",5.3926332103069
"multicellular organism development",8.19027712856729e-06,"EXvsHFD","majorSC","Overlap_MS","richR_GO",5.08670140307825
"anatomical structure development",2.23111347215116e-05,"EXvsHFD","majorSC","Overlap_MS","richR_GO",4.65147834138093
"nervous system development",8.81299583048996e-05,"EXvsHFD","majorSC","Overlap_MS","richR_GO",4.05487643534658
"developmental process",8.81299583048996e-05,"EXvsHFD","majorSC","Overlap_MS","richR_GO",4.05487643534658
"cell differentiation",8.94700761826406e-05,"EXvsHFD","majorSC","Overlap_MS","richR_GO",4.04832219286027
"cellular developmental process",8.94700761826406e-05,"EXvsHFD","majorSC","Overlap_MS","richR_GO",4.04832219286027
"positive regulation of developmental process",0.000156244274034196,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.80619588950977
"positive regulation of cell differentiation",0.000172628760270451,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.76288684832977
"animal organ development",0.000173455622876005,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.76081161715694
"cellular component organization",0.000277401371695161,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.55689139575673
"neuron differentiation",0.000277401371695161,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.55689139575673
"regulation of developmental process",0.000280832496033183,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.55155264002036
"neurogenesis",0.000296914870176684,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.52736805139702
"cellular component organization or biogenesis",0.000337067162378631,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.47228355508037
"generation of neurons",0.000337067162378631,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.47228355508037
"plasma membrane bounded cell projection organization",0.000337067162378631,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.47228355508037
"cell projection organization",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"neuron projection development",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"extracellular matrix organization",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"cell adhesion",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"external encapsulating structure organization",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"extracellular structure organization",0.000386491580929953,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.41285996201859
"positive regulation of myelination",0.000543782756585475,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.26457456805876
"neuron projection morphogenesis",0.000557727964163261,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.25357757968393
"cell growth",0.000557727964163261,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.25357757968393
"regulation of multicellular organismal development",0.000562983721664094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.24950416233101
"plasma membrane bounded cell projection morphogenesis",0.000562983721664094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.24950416233101
"response to steroid hormone",0.000562983721664094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.24950416233101
"regulation of cell migration",0.000562983721664094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.24950416233101
"cell projection morphogenesis",0.000562983721664094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.24950416233101
"response to abiotic stimulus",0.000583298492529619,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.23410914595455
"cell migration",0.000596106051007494,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.22467646967224
"cellular response to mechanical stimulus",0.000624145602526846,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.20471408500085
"response to endogenous stimulus",0.000632855916067288,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.19869515566931
"cellular response to external stimulus",0.000637073555279425,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.19581042196957
"regulation of cell motility",0.000725986012387861,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.13907174679479
"neuron development",0.00072898309012482,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.13728254568841
"cellular response to abiotic stimulus",0.000778130487250396,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.1089475686389
"cellular response to environmental stimulus",0.000778130487250396,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.1089475686389
"regulation of multicellular organismal process",0.000852829504847004,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.06913778302367
"regulation of cell differentiation",0.000907825263221486,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.04199773575375
"regulation of locomotion",0.000907825263221486,"EXvsHFD","majorSC","Overlap_MS","richR_GO",3.04199773575375
"regulation of cell growth",0.00117403208091584,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.93032003564857
"response to mechanical stimulus",0.00125600872821398,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.9010073426036
"tissue development",0.00141061485752152,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.8505915461928
"cell motility",0.00189650337611789,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.72204637983803
"glial cell differentiation",0.00217874558360113,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.66179348021223
"positive regulation of nervous system process",0.00223952443533347,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.64984419462916
"anatomical structure formation involved in morphogenesis",0.00229010044236966,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.64014546935868
"positive regulation of glial cell differentiation",0.00239240315938164,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.62116563273497
"response to glucocorticoid",0.00243052141060637,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.6143005488469
"locomotion",0.00252457697973911,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.59781138220113
"positive regulation of neurogenesis",0.00258113110046135,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.58818993626939
"response to hormone",0.0026713852371136,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.57326347839998
"regulation of myelination",0.00306891998753515,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.51301443428729
"response to corticosteroid",0.00333763283362649,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.47656144090437
"multicellular organismal process",0.00339276712851244,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.46944594827495
"growth",0.00365187318438442,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.43748431226543
"cellular response to glucocorticoid stimulus",0.00400763832678788,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.39711147869961
"cranial nerve structural organization",0.00400763832678788,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.39711147869961
"cellular response to chemical stimulus",0.0041414170786286,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.38285102986332
"regulation of nervous system development",0.0041414170786286,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.38285102986332
"cell morphogenesis",0.0041414170786286,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.38285102986332
"regulation of sodium ion transport",0.00455889929554041,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.3411400011023
"cellular response to corticosteroid stimulus",0.0050080786886107,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.30032885596357
"regulation of cellular component organization",0.0050080786886107,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.30032885596357
"positive regulation of nervous system development",0.0050080786886107,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.30032885596357
"export across plasma membrane",0.00516653514145072,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.28680061230471
"positive regulation of astrocyte differentiation",0.00536983899605906,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.2700387355614
"response to hyperoxia",0.00599601109505646,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.22213757220179
"gliogenesis",0.00615997635956677,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.21042095454489
"positive regulation of multicellular organismal process",0.00635944724462194,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.19658063105647
"metal ion transport",0.00635944724462194,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.19658063105647
"regulation of anatomical structure morphogenesis",0.00691074403333647,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.16047519254228
"regulation of growth",0.00691074403333647,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.16047519254228
"positive regulation of gliogenesis",0.00712082692738673,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.1474695696851
"response to oxygen levels",0.00736968581924781,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.13255102637099
"regulation of glial cell differentiation",0.00759968120013094,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.11920462560446
"potassium ion transport",0.00786252109343707,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.10443817642731
"astrocyte differentiation",0.00786252109343707,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.10443817642731
"regulation of neuron differentiation",0.00817256499938154,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.0876416166319
"anatomical structure arrangement",0.00869115353554732,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.06092257788097
"nerve development",0.00873867968046351,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.05855417958581
"mesenchymal cell differentiation",0.0098240146969857,"EXvsHFD","majorSC","Overlap_MS","richR_GO",2.0077109964864
