"comparison","cell_type","gene_set","enrich_type","pathway","gene","pathway_padj"
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell adhesion","Chst2",0.00274677174952887
"DRvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Col1a1",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Mbp",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell adhesion","Fam107a",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to steroid hormone","Col1a1",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to steroid hormone","Mbp",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to steroid hormone","Fam107a",0.00438156647937179
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Col1a1",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Mbp",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Fam107a",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell adhesion","Chst2",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell-substrate adhesion","Col1a1",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","negative regulation of cell-substrate adhesion","Fam107a",0.00645990944328226
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to vitamin E","Col1a1",0.0157403808783541
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell migration","Chst2",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to hormone","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to hormone","Mbp",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to hormone","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell motility","Chst2",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to lipid","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to lipid","Mbp",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to lipid","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of locomotion","Chst2",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-substrate adhesion","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-substrate adhesion","Fam107a",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","sensory perception of sound","Col1a1",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","sensory perception of sound","Mbp",0.0298122898185919
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to nutrient levels","Col1a1",0.0300358055354114
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cellular response to nutrient levels","Fam107a",0.0300358055354114
"DRvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Col1a1",0.0300358055354114
"DRvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Fam107a",0.0300358055354114
"DRvsHFD","majorSC","Overlap_All3","richR_GO","locomotion","Chst2",0.0300358055354114
"DRvsHFD","majorSC","Overlap_All3","richR_GO","sensory perception of mechanical stimulus","Col1a1",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","sensory perception of mechanical stimulus","Mbp",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","system process","Col1a1",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","system process","Mbp",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","system process","Fam107a",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","system process","Mlip",0.0302797309911091
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell-substrate adhesion","Col1a1",0.0333118013176551
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell-substrate adhesion","Fam107a",0.0333118013176551
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Col1a1",0.0333118013176551
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Fam107a",0.0333118013176551
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell migration","Chst2",0.0333118013176551
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Col1a1",0.0336206277247837
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Mbp",0.0336206277247837
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to endogenous stimulus","Fam107a",0.0336206277247837
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-cell adhesion","Mbp",0.0400917882940252
"DRvsHFD","majorSC","Overlap_All3","richR_GO","regulation of cell-cell adhesion","Chst2",0.0400917882940252
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Col1a1",0.0400917882940252
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Fam107a",0.0400917882940252
"DRvsHFD","majorSC","Overlap_All3","richR_GO","cell motility","Chst2",0.0400917882940252
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to nutrient levels","Col1a1",0.0448011701908553
"DRvsHFD","majorSC","Overlap_All3","richR_GO","response to nutrient levels","Fam107a",0.0448011701908553
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell migration","Col1a1",0.0448011701908553
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell migration","Fam107a",0.0448011701908553
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell motility","Col1a1",0.0473185078391943
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of cell motility","Fam107a",0.0473185078391943
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of locomotion","Col1a1",0.0473185078391943
"DRvsHFD","majorSC","Overlap_All3","richR_GO","positive regulation of locomotion","Fam107a",0.0473185078391943
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Adam23",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Chst2",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Col14a1",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Col1a1",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Col3a1",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Mbp",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","S100b",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Sdc3",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Sdk2",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell adhesion","Serpine2",3.22495664835868e-05
"DRvsHFD","aggSC","Overlap_MS","richR_GO","collagen fibril organization","Col14a1",0.00761834971822632
"DRvsHFD","aggSC","Overlap_MS","richR_GO","collagen fibril organization","Col1a1",0.00761834971822632
"DRvsHFD","aggSC","Overlap_MS","richR_GO","collagen fibril organization","Col3a1",0.00761834971822632
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of sodium ion transport","Fxyd3",0.00802431020574048
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of sodium ion transport","Nkain2",0.00802431020574048
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of sodium ion transport","Serpine2",0.00802431020574048
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Chst2",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Fgf1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Sdc3",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell migration","Sema7a",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Adamtsl1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Col14a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular matrix organization","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Adamtsl1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Col14a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","external encapsulating structure organization","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Adamtsl1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Col14a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","extracellular structure organization","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Chst2",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Fgf1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Sdc3",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell motility","Sema7a",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","Col14a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","Fgf1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","S100b",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","Sema7a",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","growth","Serpine2",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Col14a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Fgf1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","S100b",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Sema7a",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Serpine2",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","tissue development","Txnip",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Mbp",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","S100b",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to steroid hormone","Txnip",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Chst2",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Col1a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Col3a1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Fgf1",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Sdc3",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of locomotion","Sema7a",0.0109435178174875
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Col14a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Col1a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Col3a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Insc",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Mbp",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","S100b",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Sdk2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Sema7a",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Serpine2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell differentiation","Txnip",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Col14a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Col1a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Col3a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Insc",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Mbp",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","S100b",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Sdk2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Sema7a",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Serpine2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular developmental process","Txnip",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","Col1a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","Col3a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","S100b",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","Serpine2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to abiotic stimulus","Txnip",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Chst2",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Col1a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Col3a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Sdc3",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","locomotion","Sema7a",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell division","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell division","Insc",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of cell division","Txnip",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","developmental growth","Col14a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","developmental growth","Col3a1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","developmental growth","Fgf1",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","developmental growth","S100b",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","developmental growth","Sema7a",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to progesterone","Mbp",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to progesterone","Txnip",0.0180613772002423
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Col14a1",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Col1a1",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Col3a1",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Fgf1",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","S100b",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Sdk2",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Sema7a",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Serpine2",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","animal organ development","Txnip",0.0188859868255047
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Col14a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Col1a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Insc",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Mbp",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Sdk2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Sema7a",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","system development","Serpine2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Insc",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Mbp",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Sdk2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Sema7a",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","nervous system development","Serpine2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Mbp",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Sdk2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Sema7a",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","neurogenesis","Serpine2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","muscle tissue development","Col14a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","muscle tissue development","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","muscle tissue development","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","muscle tissue development","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Col1a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Scube1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Sema7a",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of cell communication","Serpine2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Col1a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Col3a1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Fgf1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","S100b",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Scube1",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Sema7a",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signaling","Serpine2",0.0192638787297328
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell growth","Col14a1",0.0211565895795083
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell growth","S100b",0.0211565895795083
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell growth","Sema7a",0.0211565895795083
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell growth","Serpine2",0.0211565895795083
"DRvsHFD","aggSC","Overlap_MS","richR_GO","seminal vesicle epithelium development","Serpine2",0.024444831606723
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cellular response to vitamin E","Col1a1",0.024444831606723
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of nervous system development","Mbp",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of nervous system development","S100b",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of nervous system development","Sema7a",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of nervous system development","Serpine2",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Col1a1",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Col3a1",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Fgf1",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Mbp",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","S100b",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Sdk2",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Sema7a",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","anatomical structure morphogenesis","Serpine2",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to hormone","Col1a1",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to hormone","Col3a1",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to hormone","Mbp",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to hormone","S100b",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to hormone","Txnip",0.0255096528163903
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Col14a1",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Fgf1",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Mbp",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","S100b",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Sema7a",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","regulation of multicellular organismal development","Serpine2",0.0255637500003706
"DRvsHFD","aggSC","Overlap_MS","richR_GO","sodium ion transport","Fxyd3",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","sodium ion transport","Nkain2",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","sodium ion transport","Serpine2",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to mechanical stimulus","Col1a1",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to mechanical stimulus","Serpine2",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to mechanical stimulus","Txnip",0.0262479960285227
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Chst2",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Col1a1",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Col3a1",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Fgf1",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Sdc3",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","cell migration","Sema7a",0.0269319944181612
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Col1a1",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Col3a1",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Fgf1",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Mbp",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","S100b",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","response to endogenous stimulus","Txnip",0.0279624239928871
"DRvsHFD","aggSC","Overlap_MS","richR_GO","positive regulation of signal transduction","Col1a1",0.029557905255558
