"comparison","cell_type","gene_set","enrich_type","pathway","gene","pathway_padj"
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron projection development","Sema7a",0.0157480339288206
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron projection development","Mag",0.0157480339288206
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron projection development","Serpine2",0.0157480339288206
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon development","Egr2",0.0165485736971114
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon development","Sema7a",0.0165485736971114
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon development","Mag",0.0165485736971114
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of multicellular organismal process","Frzb",0.0167097274420623
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of multicellular organismal process","Cpe",0.0167097274420623
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of multicellular organismal process","Mag",0.0167097274420623
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of multicellular organismal process","Serpine2",0.0167097274420623
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Mfap5",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Col1a1",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Frzb",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Egr2",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Cpe",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Nbl1",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Sema7a",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Mag",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular component organization or biogenesis","Serpine2",0.0176990924235737
"EXvsHFD","majorSC","Overlap_MS","richR_GO","tissue development","Col1a1",0.0179698254265272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","tissue development","Frzb",0.0179698254265272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","tissue development","Egr2",0.0179698254265272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","tissue development","Sema7a",0.0179698254265272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","tissue development","Serpine2",0.0179698254265272
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system process","Egr2",0.0187035152587341
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of nervous system process","Mag",0.0187035152587341
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of axonogenesis","Sema7a",0.0194819509016234
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of axonogenesis","Mag",0.0194819509016234
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Sdc3",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Col1a1",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Frzb",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Egr2",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Cpe",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Nbl1",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Sema7a",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Mag",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Serpine2",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Chst2",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular process","Fxyd3",0.0207116249973498
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to glucose stimulus","Col1a1",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to glucose stimulus","Cpe",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to hexose stimulus","Col1a1",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to hexose stimulus","Cpe",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","hindbrain development","Egr2",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","hindbrain development","Serpine2",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","myelination","Egr2",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","myelination","Mag",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis involved in neuron differentiation","Egr2",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis involved in neuron differentiation","Sema7a",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell morphogenesis involved in neuron differentiation","Mag",0.0230161795189205
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to monosaccharide stimulus","Col1a1",0.0230344972917328
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to monosaccharide stimulus","Cpe",0.0230344972917328
"EXvsHFD","majorSC","Overlap_MS","richR_GO","ensheathment of neurons","Egr2",0.0233669115090454
"EXvsHFD","majorSC","Overlap_MS","richR_GO","ensheathment of neurons","Mag",0.0233669115090454
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon ensheathment","Egr2",0.0233669115090454
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon ensheathment","Mag",0.0233669115090454
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signal transduction","Frzb",0.0233823864940862
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signal transduction","Cpe",0.0233823864940862
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signal transduction","Nbl1",0.0233823864940862
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signal transduction","Serpine2",0.0233823864940862
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron projection extension","Sema7a",0.023698798608746
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron projection extension","Mag",0.023698798608746
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to carbohydrate stimulus","Col1a1",0.0242858214401248
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to carbohydrate stimulus","Cpe",0.0242858214401248
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Sdc3",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Col1a1",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Frzb",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Egr2",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Cpe",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Nbl1",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Sema7a",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Mag",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Serpine2",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Chst2",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of biological process","Fxyd3",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","intracellular glucose homeostasis","Col1a1",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","intracellular glucose homeostasis","Cpe",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell size","Sema7a",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell size","Mag",0.0248615871445476
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Col1a1",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Frzb",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Cpe",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Nbl1",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Sema7a",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of signaling","Serpine2",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Col1a1",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Frzb",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Cpe",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Nbl1",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Sema7a",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell communication","Serpine2",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to reactive oxygen species","Col1a1",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to reactive oxygen species","Cpe",0.0254037788519103
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of neuron apoptotic process","Cpe",0.0256790805370104
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of neuron apoptotic process","Mag",0.0256790805370104
"EXvsHFD","majorSC","Overlap_MS","richR_GO","brain development","Egr2",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","brain development","Sema7a",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","brain development","Serpine2",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of plasma membrane bounded cell projection organization","Sema7a",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of plasma membrane bounded cell projection organization","Mag",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of plasma membrane bounded cell projection organization","Serpine2",0.0258474729674116
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell projection organization","Sema7a",0.0266016822719516
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell projection organization","Mag",0.0266016822719516
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell projection organization","Serpine2",0.0266016822719516
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cartilage development","Col1a1",0.0266016822719516
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cartilage development","Frzb",0.0266016822719516
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signaling","Frzb",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signaling","Cpe",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signaling","Nbl1",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of signaling","Serpine2",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell communication","Frzb",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell communication","Cpe",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell communication","Nbl1",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell communication","Serpine2",0.0270304034724721
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of leukocyte migration","Nbl1",0.0277938455917585
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of leukocyte migration","Chst2",0.0277938455917585
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron differentiation","Nbl1",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron differentiation","Mag",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Mfap5",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Col1a1",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Frzb",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Egr2",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Cpe",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Nbl1",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Sema7a",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Mag",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","multicellular organismal process","Serpine2",0.0278023896725139
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Sdc3",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Col1a1",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Frzb",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Egr2",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Cpe",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Nbl1",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Sema7a",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Mag",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Serpine2",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Chst2",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","biological regulation","Fxyd3",0.0279608746426818
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to glucose","Col1a1",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to glucose","Cpe",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to endogenous stimulus","Col1a1",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to endogenous stimulus","Egr2",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to endogenous stimulus","Cpe",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to endogenous stimulus","Nbl1",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of canonical Wnt signaling pathway","Col1a1",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of canonical Wnt signaling pathway","Frzb",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell adhesion","Col1a1",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell adhesion","Serpine2",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cell adhesion","Chst2",0.0282132827552654
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hexose","Col1a1",0.0286630697398184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hexose","Cpe",0.0286630697398184
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon guidance","Egr2",0.0286749635760316
"EXvsHFD","majorSC","Overlap_MS","richR_GO","axon guidance","Sema7a",0.0286749635760316
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron projection guidance","Egr2",0.0286749635760316
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron projection guidance","Sema7a",0.0286749635760316
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sodium ion transport","Serpine2",0.0287310769972595
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sodium ion transport","Fxyd3",0.0287310769972595
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to monosaccharide","Col1a1",0.0292058741700591
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to monosaccharide","Cpe",0.0292058741700591
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to external stimulus","Col1a1",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to external stimulus","Nbl1",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to external stimulus","Sema7a",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to external stimulus","Mag",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to external stimulus","Serpine2",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","protein processing","Cpe",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","protein processing","Serpine2",0.0294373329795807
"EXvsHFD","majorSC","Overlap_MS","richR_GO","fat cell differentiation","Frzb",0.0315939513982136
"EXvsHFD","majorSC","Overlap_MS","richR_GO","fat cell differentiation","Egr2",0.0315939513982136
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth involved in morphogenesis","Sema7a",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental growth involved in morphogenesis","Mag",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Col1a1",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Cpe",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Sema7a",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Mag",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Serpine2",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to stress","Chst2",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental cell growth","Sema7a",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","developmental cell growth","Mag",0.0319129512726445
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to carbohydrate","Col1a1",0.0321763892432482
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to carbohydrate","Cpe",0.0321763892432482
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Col1a1",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Frzb",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Cpe",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Nbl1",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Sema7a",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of response to stimulus","Serpine2",0.0324508238675061
"EXvsHFD","majorSC","Overlap_MS","richR_GO","stem cell differentiation","Frzb",0.0331768538325022
"EXvsHFD","majorSC","Overlap_MS","richR_GO","stem cell differentiation","Sema7a",0.0331768538325022
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of anatomical structure morphogenesis","Cpe",0.0339477121859072
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of anatomical structure morphogenesis","Sema7a",0.0339477121859072
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of anatomical structure morphogenesis","Mag",0.0339477121859072
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell development","Frzb",0.0343841900743597
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell development","Mag",0.0343841900743597
"EXvsHFD","majorSC","Overlap_MS","richR_GO","canonical Wnt signaling pathway","Col1a1",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","canonical Wnt signaling pathway","Frzb",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sensory perception of mechanical stimulus","Col1a1",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sensory perception of mechanical stimulus","Serpine2",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of response to stimulus","Frzb",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of response to stimulus","Cpe",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of response to stimulus","Nbl1",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of response to stimulus","Serpine2",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to insulin","Col1a1",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to insulin","Egr2",0.0347455463681546
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell-cell adhesion","Mag",0.0352391601885921
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell-cell adhesion","Serpine2",0.0352391601885921
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cell-cell adhesion","Chst2",0.0352391601885921
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell adhesion","Col1a1",0.0357361242830726
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of cell adhesion","Serpine2",0.0357361242830726
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron apoptotic process","Cpe",0.0368272463026084
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of neuron apoptotic process","Mag",0.0368272463026084
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of Wnt signaling pathway","Col1a1",0.0368771879808704
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of Wnt signaling pathway","Frzb",0.0368771879808704
"EXvsHFD","majorSC","Overlap_MS","richR_GO","glucose homeostasis","Col1a1",0.0374954507086669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","glucose homeostasis","Cpe",0.0374954507086669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","carbohydrate homeostasis","Col1a1",0.0374954507086669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","carbohydrate homeostasis","Cpe",0.0374954507086669
"EXvsHFD","majorSC","Overlap_MS","richR_GO","connective tissue development","Col1a1",0.0375950455807405
"EXvsHFD","majorSC","Overlap_MS","richR_GO","connective tissue development","Frzb",0.0375950455807405
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sensory organ morphogenesis","Mfap5",0.0375950455807405
"EXvsHFD","majorSC","Overlap_MS","richR_GO","sensory organ morphogenesis","Frzb",0.0375950455807405
"EXvsHFD","majorSC","Overlap_MS","richR_GO","embryonic organ morphogenesis","Mfap5",0.0380365454880044
"EXvsHFD","majorSC","Overlap_MS","richR_GO","embryonic organ morphogenesis","Frzb",0.0380365454880044
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hormone","Col1a1",0.0393367775383761
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hormone","Egr2",0.0393367775383761
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to hormone","Cpe",0.0393367775383761
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to steroid hormone","Col1a1",0.0398694716950145
"EXvsHFD","majorSC","Overlap_MS","richR_GO","response to steroid hormone","Cpe",0.0398694716950145
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of developmental process","Frzb",0.0433246769215307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of developmental process","Cpe",0.0433246769215307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","negative regulation of developmental process","Mag",0.0433246769215307
"EXvsHFD","majorSC","Overlap_MS","richR_GO","export from cell","Cpe",0.0433631416249857
"EXvsHFD","majorSC","Overlap_MS","richR_GO","export from cell","Serpine2",0.0433631416249857
"EXvsHFD","majorSC","Overlap_MS","richR_GO","export from cell","Fxyd3",0.0433631416249857
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron apoptotic process","Cpe",0.0447049884079722
"EXvsHFD","majorSC","Overlap_MS","richR_GO","neuron apoptotic process","Mag",0.0447049884079722
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of developmental growth","Sema7a",0.0451250925442401
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of developmental growth","Mag",0.0451250925442401
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to abiotic stimulus","Col1a1",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to abiotic stimulus","Mag",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to environmental stimulus","Col1a1",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","cellular response to environmental stimulus","Mag",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular component size","Sema7a",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of cellular component size","Mag",0.0455281670859172
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of metal ion transport","Serpine2",0.0463584591342281
"EXvsHFD","majorSC","Overlap_MS","richR_GO","regulation of metal ion transport","Fxyd3",0.0463584591342281
"EXvsHFD","majorSC","Overlap_MS","richR_GO","leukocyte migration","Nbl1",0.0463584591342281
"EXvsHFD","majorSC","Overlap_MS","richR_GO","leukocyte migration","Chst2",0.0463584591342281
