"Pathway","Mouse_majorSC","Mouse_aggSC","Human_JCI_SC","Human_JCI_Bulk","n_datasets"
"regulation of nitric oxide biosynthetic process",0,0,0,1,1
"regulation of cold-induced thermogenesis",0,0,0,1,1
"regulation of protein kinase activity",0,0,0,1,1
"positive regulation of cytokine-mediated signaling pathway",0,0,0,1,1
"T-helper 1 cell differentiation",0,0,0,1,1
"regulation of kinase activity",0,0,0,1,1
"cellular response to peptide hormone stimulus",0,0,0,1,1
"negative regulation of lymphocyte activation",0,0,0,1,1
"positive regulation of miRNA metabolic process",0,0,0,1,1
"inorganic ion transmembrane transport",0,0,0,1,1
"inorganic ion homeostasis",0,0,0,1,1
"T-helper 2 cell differentiation",0,0,0,1,1
"regulation of fat cell differentiation",0,0,0,1,1
"positive regulation of acute inflammatory response",0,0,0,1,1
"regulation of T-helper 1 type immune response",0,0,0,1,1
"regulation of T-helper cell differentiation",0,0,0,1,1
"dendritic cell differentiation",0,0,0,1,1
"organelle organization",0,0,0,1,1
"positive regulation of T cell proliferation",0,0,0,1,1
"negative regulation of intrinsic apoptotic signaling pathway",0,0,0,1,1
"positive regulation of reactive oxygen species metabolic process",0,0,0,1,1
"response to oxidative stress",0,0,0,1,1
"negative regulation of protein modification process",0,0,0,1,1
"reproductive process",0,0,0,1,1
"astrocyte development",0,0,0,1,1
"leukotriene metabolic process",0,0,0,1,1
"regulation of collagen metabolic process",0,0,0,1,1
"regulation of mitotic cell cycle",0,0,0,1,1
"regulation of B cell proliferation",0,0,0,1,1
"regulation of reproductive process",0,0,0,1,1
"mammary gland alveolus development",0,0,0,1,1
"mammary gland lobule development",0,0,0,1,1
"positive regulation of cytosolic calcium ion concentration",0,0,0,1,1
"negative regulation of establishment of protein localization",0,0,0,1,1
"regulation of insulin secretion",0,0,0,1,1
"positive regulation of adaptive immune response",0,0,0,1,1
"negative regulation of secretion by cell",0,0,0,1,1
"regulation of protein modification by small protein conjugation or removal",0,0,0,1,1
"detection of external biotic stimulus",0,0,0,1,1
"regulation of B cell activation",0,0,0,1,1
"muscle cell apoptotic process",0,0,0,1,1
"microglial cell activation",0,0,0,1,1
"positive regulation of nitric oxide biosynthetic process",0,0,0,1,1
"potassium ion import across plasma membrane",0,0,0,1,1
"cell surface pattern recognition receptor signaling pathway",0,0,0,1,1
"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0,0,0,1,1
"neutrophil-mediated killing of symbiont cell",0,0,0,1,1
"gastrulation",0,0,0,1,1
"mitotic cell cycle process",0,0,0,1,1
"regulation of granulocyte chemotaxis",0,0,0,1,1
"p38MAPK cascade",0,0,0,1,1
"lung vasculature development",0,0,0,1,1
"regulation of cell cycle process",0,0,0,1,1
"negative regulation of inflammatory response",0,0,0,1,1
"embryonic organ development",0,0,0,1,1
"positive regulation of T cell cytokine production",0,0,0,1,1
"positive regulation of interleukin-10 production",0,0,0,1,1
"regulation of JNK cascade",0,0,0,1,1
"response to type II interferon",0,0,0,1,1
"regulation of post-translational protein modification",0,0,0,1,1
"cellular response to oxidative stress",0,0,0,1,1
"mitotic cell cycle phase transition",0,0,0,1,1
"insulin secretion",0,0,0,1,1
"cellular response to interleukin-17",0,0,0,1,1
"negative regulation of phosphorylation",0,0,0,1,1
"peptidyl-tyrosine phosphorylation",0,0,0,1,1
"positive regulation of protein localization",0,0,0,1,1
"epithelial cell differentiation",0,0,0,1,1
"MHC class II biosynthetic process",0,0,0,1,1
"embryonic organ morphogenesis",0,0,0,1,1
"negative regulation of organic acid transport",0,0,0,1,1
"in utero embryonic development",0,0,0,1,1
"regulation of regulated secretory pathway",0,0,0,1,1
"regulation of nuclear division",0,0,0,1,1
"response to organophosphorus",0,0,0,1,1
"response to virus",0,0,0,1,1
"negative regulation of tumor necrosis factor superfamily cytokine production",0,0,0,1,1
"peptidyl-tyrosine modification",0,0,0,1,1
"type 2 immune response",0,0,0,1,1
"regulation of lipid biosynthetic process",0,0,0,1,1
"positive regulation of phosphorylation",0,0,0,1,1
"regulation of epithelial cell differentiation",0,0,0,1,1
"negative regulation of ERK1 and ERK2 cascade",0,0,0,1,1
"nitric oxide metabolic process",0,0,0,1,1
"regulation of protein ubiquitination",0,0,0,1,1
"leukocyte activation involved in inflammatory response",0,0,0,1,1
"negative regulation of protein phosphorylation",0,0,0,1,1
"regulation of CD4-positive, alpha-beta T cell differentiation",0,0,0,1,1
"natural killer cell mediated cytotoxicity",0,0,0,1,1
"detection of biotic stimulus",0,0,0,1,1
"regulation of macrophage activation",0,0,0,1,1
"reactive nitrogen species metabolic process",0,0,0,1,1
"positive regulation of cell cycle",0,0,0,1,1
"nitric oxide biosynthetic process",0,0,0,1,1
"cell fate commitment",0,0,0,1,1
"intracellular receptor signaling pathway",0,0,0,1,1
"regulation of neutrophil mediated killing of symbiont cell",0,0,0,1,1
"positive regulation of neutrophil mediated cytotoxicity",0,0,0,1,1
"negative regulation of interleukin-1 beta production",0,0,0,1,1
"triglyceride metabolic process",0,0,0,1,1
"regulation of myeloid leukocyte differentiation",0,0,0,1,1
"positive regulation of T-helper cell differentiation",0,0,0,1,1
"regulation of leukocyte mediated cytotoxicity",0,0,0,1,1
"regulation of cellular response to stress",0,0,0,1,1
"positive regulation of interleukin-2 production",0,0,0,1,1
"positive regulation of B cell activation",0,0,0,1,1
"regulation of non-canonical NF-kappaB signal transduction",0,0,0,1,1
"B cell receptor signaling pathway",0,0,0,1,1
"negative regulation of lymphocyte apoptotic process",0,0,0,1,1
"positive regulation of miRNA transcription",0,0,0,1,1
"negative regulation of establishment of protein localization to mitochondrion",0,0,0,1,1
"negative regulation of hemopoiesis",0,0,0,1,1
"auditory behavior",0,0,0,1,1
"detection of molecule of bacterial origin",0,0,0,1,1
"protein import into nucleus",0,0,0,1,1
"interleukin-13 production",0,0,0,1,1
"regulation of interleukin-13 production",0,0,0,1,1
"regulation of platelet activation",0,0,0,1,1
"regulation of type 2 immune response",0,0,0,1,1
"regulation of syncytium formation by plasma membrane fusion",0,0,0,1,1
"negative regulation of leukocyte cell-cell adhesion",0,0,0,1,1
"superoxide metabolic process",0,0,0,1,1
"positive regulation of lymphocyte mediated immunity",0,0,0,1,1
"response to interleukin-17",0,0,0,1,1
"blastocyst development",0,0,0,1,1
"positive regulation of nuclear division",0,0,0,1,1
"icosanoid transport",0,0,0,1,1
"superoxide anion generation",0,0,0,1,1
"positive regulation of NF-kappaB transcription factor activity",0,0,0,1,1
"regulation of cell killing",0,0,0,1,1
"positive regulation of growth",0,0,0,1,1
"positive regulation of lipid biosynthetic process",0,0,0,1,1
"innate immune response activating cell surface receptor signaling pathway",0,0,0,1,1
"positive regulation of peptide secretion",0,0,0,1,1
"response to purine-containing compound",0,0,0,1,1
"regulation of peptidyl-tyrosine phosphorylation",0,0,0,1,1
"intracellular monoatomic ion homeostasis",0,0,0,1,1
"alcohol metabolic process",0,0,0,1,1
"muscle cell migration",0,0,0,1,1
"heart development",0,0,0,1,1
"negative regulation of adaptive immune response",0,0,0,1,1
"formation of primary germ layer",0,0,0,1,1
"negative regulation of transferase activity",0,0,0,1,1
"MyD88-dependent toll-like receptor signaling pathway",0,0,0,1,1
"response to peptidoglycan",0,0,0,1,1
"negative regulation of leukocyte apoptotic process",0,0,0,1,1
"positive regulation of leukocyte adhesion to vascular endothelial cell",0,0,0,1,1
"positive regulation of cell cycle process",0,0,0,1,1
"protein localization to nucleus",0,0,0,1,1
"negative regulation of leukocyte differentiation",0,0,0,1,1
"inorganic cation import across plasma membrane",0,0,0,1,1
"inorganic ion import across plasma membrane",0,0,0,1,1
"positive regulation of cold-induced thermogenesis",0,0,0,1,1
"regulation of p38MAPK cascade",0,0,0,1,1
"negative regulation of tumor necrosis factor production",0,0,0,1,1
"cytoplasmic pattern recognition receptor signaling pathway",0,0,0,1,1
"regulation of leukocyte adhesion to vascular endothelial cell",0,0,0,1,1
"intracellular glucose homeostasis",0,0,0,1,1
"regulation of extracellular matrix constituent secretion",0,0,0,1,1
"intracellular protein transport",0,0,0,1,1
"mammary gland development",0,0,0,1,1
"import into nucleus",0,0,0,1,1
"hematopoietic progenitor cell differentiation",0,0,0,1,1
"heart morphogenesis",0,0,0,1,1
"alpha-beta T cell proliferation",0,0,0,1,1
"regulation of T cell apoptotic process",0,0,0,1,1
"lipid biosynthetic process",0,0,0,1,1
"regulation of lipid metabolic process",0,0,0,1,1
"macrophage differentiation",0,0,0,1,1
"carbohydrate metabolic process",0,0,0,1,1
"positive regulation of myeloid cell differentiation",0,0,0,1,1
"multi-organism reproductive process",0,0,0,1,1
"positive regulation of p38MAPK cascade",0,0,0,1,1
"negative regulation of non-canonical NF-kappaB signal transduction",0,0,0,1,1
"cellular response to nutrient levels",0,0,0,1,1
"antifungal innate immune response",0,0,0,1,1
"positive regulation of epithelial cell proliferation",0,0,0,1,1
"interleukin-17 production",0,0,0,1,1
"regulation of interleukin-17 production",0,0,0,1,1
"cell cycle phase transition",0,0,0,1,1
"regulation of exocytosis",0,0,0,1,1
"acute inflammatory response to antigenic stimulus",0,0,0,1,1
"negative regulation of JNK cascade",0,0,0,1,1
"negative regulation of myeloid cell differentiation",0,0,0,1,1
"regulation of catabolic process",0,0,0,1,1
"response to glucose",0,0,0,1,1
"arachidonate metabolite production involved in inflammatory response",0,0,0,1,1
"vestibular reflex",0,0,0,1,1
"syncytium formation by plasma membrane fusion",0,0,0,1,1
"cell-cell fusion",0,0,0,1,1
"cellular response to osmotic stress",0,0,0,1,1
"phospholipase C-activating G protein-coupled receptor signaling pathway",0,0,0,1,1
"regulation of response to osmotic stress",0,0,0,1,1
"extracellular matrix constituent secretion",0,0,0,1,1
"regulation of small molecule metabolic process",0,0,0,1,1
"regulation of leukocyte degranulation",0,0,0,1,1
"macromolecule catabolic process",0,0,0,1,1
"regulation of natural killer cell mediated immunity",0,0,0,1,1
"regulation of alpha-beta T cell differentiation",0,0,0,1,1
"tissue remodeling",0,0,0,1,1
"positive regulation of lipid metabolic process",0,0,0,1,1
"negative regulation of mitotic cell cycle phase transition",0,0,0,1,1
"response to amphetamine",0,0,0,1,1
"positive regulation of CD4-positive, alpha-beta T cell differentiation",0,0,0,1,1
"regulation of neutrophil chemotaxis",0,0,0,1,1
"negative regulation of phosphorus metabolic process",0,0,0,1,1
"negative regulation of phosphate metabolic process",0,0,0,1,1
"homotypic cell-cell adhesion",0,0,0,1,1
"cell surface receptor signaling pathway via STAT",0,0,0,1,1
"interleukin-10 production",0,0,0,1,1
"regulation of interleukin-10 production",0,0,0,1,1
"regulation of cell morphogenesis",0,0,0,1,1
"intracellular monoatomic cation homeostasis",0,0,0,1,1
"extrinsic apoptotic signaling pathway via death domain receptors",0,0,0,1,1
"T cell differentiation in thymus",0,0,0,1,1
"syncytium formation",0,0,0,1,1
"cellular response to carbohydrate stimulus",0,0,0,1,1
"negative regulation of heterotypic cell-cell adhesion",0,0,0,1,1
"fat pad development",0,0,0,1,1
"regulation of vascular wound healing",0,0,0,1,1
"regulation of cell-cell adhesion involved in gastrulation",0,0,0,1,1
"negative regulation of fatty acid transport",0,0,0,1,1
"leukotriene production involved in inflammatory response",0,0,0,1,1
"folate import across plasma membrane",0,0,0,1,1
"activated CD8-positive, alpha-beta T cell apoptotic process",0,0,0,1,1
"regulation of activated CD8-positive, alpha-beta T cell apoptotic process",0,0,0,1,1
"regulation of L-arginine import across plasma membrane",0,0,0,1,1
"cellular response to reactive oxygen species",0,0,0,1,1
"developmental process involved in reproduction",0,0,0,1,1
"endocrine process",0,0,0,1,1
"peptidyl-serine modification",0,0,0,1,1
"regulation of fatty acid transport",0,0,0,1,1
"T cell selection",0,0,0,1,1
"positive regulation of myeloid leukocyte mediated immunity",0,0,0,1,1
"respiratory burst",0,0,0,1,1
"mechanosensory behavior",0,0,0,1,1
"toll-like receptor 2 signaling pathway",0,0,0,1,1
"regulation of MHC class II biosynthetic process",0,0,0,1,1
"cellular response to insulin stimulus",0,0,0,1,1
"response to amine",0,0,0,1,1
"amino acid import across plasma membrane",0,0,0,1,1
"regulation of alpha-beta T cell proliferation",0,0,0,1,1
"regulation of steroid metabolic process",0,0,0,1,1
"astrocyte activation",0,0,0,1,1
"regulation of myoblast fusion",0,0,0,1,1
"rhythmic process",0,0,0,1,1
"antigen processing and presentation",0,0,0,1,1
"reproductive structure development",0,0,0,1,1
"amine transport",0,0,0,1,1
"positive regulation of T cell mediated immunity",0,0,0,1,1
"skeletal muscle cell differentiation",0,0,0,1,1
"negative regulation of gene expression",0,0,0,1,1
"neuromuscular process",0,0,0,1,1
"cellular response to heat",0,0,0,1,1
"cellular response to virus",0,0,0,1,1
"positive regulation of macrophage activation",0,0,0,1,1
"negative regulation of T cell apoptotic process",0,0,0,1,1
"homeostasis of number of cells",0,0,0,1,1
"protein homooligomerization",0,0,0,1,1
"positive regulation of interleukin-8 production",0,0,0,1,1
"negative regulation of reproductive process",0,0,0,1,1
"negative regulation of cell cycle",0,0,0,1,1
"positive regulation of protein modification by small protein conjugation or removal",0,0,0,1,1
"release of cytochrome c from mitochondria",0,0,0,1,1
"heart contraction",0,0,0,1,1
"positive regulation of T-helper 1 type immune response",0,0,0,1,1
"neutrophil degranulation",0,0,0,1,1
"positive regulation of myoblast fusion",0,0,0,1,1
"positive regulation of post-translational protein modification",0,0,0,1,1
"mast cell degranulation",0,0,0,1,1
"regulation of amino acid transport",0,0,0,1,1
"neutrophil activation involved in immune response",0,0,0,1,1
"positive regulation of humoral immune response",0,0,0,1,1
"negative regulation of receptor signaling pathway via STAT",0,0,0,1,1
"natural killer cell degranulation",0,0,0,1,1
"cell-cell adhesion involved in gastrulation",0,0,0,1,1
"T-helper 17 cell differentiation",0,0,0,1,1
"positive regulation of complement activation",0,0,0,1,1
"macrophage inflammatory protein-1 alpha production",0,0,0,1,1
"regulation of macrophage inflammatory protein 1 alpha production",0,0,0,1,1
"regulation of intrinsic apoptotic signaling pathway in response to osmotic stress",0,0,0,1,1
"reproductive system development",0,0,0,1,1
"G1/S transition of mitotic cell cycle",0,0,0,1,1
"negative regulation of response to biotic stimulus",0,0,0,1,1
"positive T cell selection",0,0,0,1,1
"organic acid transmembrane transport",0,0,0,1,1
"interferon-alpha production",0,0,0,1,1
"regulation of interferon-alpha production",0,0,0,1,1
"inflammatory response to wounding",0,0,0,1,1
"negative regulation of catabolic process",0,0,0,1,1
"amino acid transport",0,0,0,1,1
"brown fat cell differentiation",0,0,0,1,1
"response to fatty acid",0,0,0,1,1
"camera-type eye development",0,0,0,1,1
"response to xenobiotic stimulus",0,0,0,1,1
"cellular component biogenesis",0,0,0,1,1
"regulation of synapse assembly",0,0,0,1,1
"cellular response to glucose stimulus",0,0,0,1,1
"response to cAMP",0,0,0,1,1
"chronic inflammatory response",0,0,0,1,1
"positive regulation of interleukin-4 production",0,0,0,1,1
"positive regulation of syncytium formation by plasma membrane fusion",0,0,0,1,1
"positive regulation of cytokine production involved in inflammatory response",0,0,0,1,1
"mast cell mediated immunity",0,0,0,1,1
"response to interleukin-18",0,0,0,1,1
"T cell apoptotic process",0,0,0,1,1
"glucose homeostasis",0,0,0,1,1
"negative regulation of interleukin-6 production",0,0,0,1,1
"xenobiotic transport",0,0,0,1,1
"carbohydrate homeostasis",0,0,0,1,1
"apoptotic mitochondrial changes",0,0,0,1,1
"bone resorption",0,0,0,1,1
"steroid metabolic process",0,0,0,1,1
"cell surface receptor signaling pathway via JAK-STAT",0,0,0,1,1
"signal transduction by p53 class mediator",0,0,0,1,1
"positive regulation of protein phosphorylation",0,0,0,1,1
"positive regulation of JNK cascade",0,0,0,1,1
"negative regulation of muscle adaptation",0,0,0,1,1
"positive regulation of MHC class II biosynthetic process",0,0,0,1,1
"amino sugar biosynthetic process",0,0,0,1,1
"negative regulation of wound healing",0,0,0,1,1
"regulation of miRNA metabolic process",0,0,0,1,1
"cellular response to hexose stimulus",0,0,0,1,1
"detection of abiotic stimulus",0,0,0,1,1
"regulation of receptor signaling pathway via STAT",0,0,0,1,1
"regulation of heart contraction",0,0,0,1,1
"endothelial cell differentiation",0,0,0,1,1
"glucose metabolic process",0,0,0,1,1
"regulation of cytoplasmic pattern recognition receptor signaling pathway",0,0,0,1,1
"negative regulation of leukocyte migration",0,0,0,1,1
"acute-phase response",0,0,0,1,1
"icosanoid secretion",0,0,0,1,1
"regulation of erythrocyte differentiation",0,0,0,1,1
"negative regulation of alpha-beta T cell activation",0,0,0,1,1
"regulation of reactive oxygen species biosynthetic process",0,0,0,1,1
"detection of external stimulus",0,0,0,1,1
"negative regulation of protein transport",0,0,0,1,1
"intrinsic apoptotic signaling pathway in response to DNA damage",0,0,0,1,1
"heart process",0,0,0,1,1
"regulation of mitotic cell cycle phase transition",0,0,0,1,1
"regulation of vasoconstriction",0,0,0,1,1
"negative regulation of canonical NF-kappaB signal transduction",0,0,0,1,1
"female pregnancy",0,0,0,1,1
"phagocytosis, recognition",0,0,0,1,1
"sodium ion homeostasis",0,0,0,1,1
"positive regulation of organelle organization",0,0,0,1,1
"negative regulation of lymphocyte mediated immunity",0,0,0,1,1
"regulation of striated muscle cell apoptotic process",0,0,0,1,1
"reactive oxygen species biosynthetic process",0,0,0,1,1
"mast cell activation involved in immune response",0,0,0,1,1
"cellular response to monosaccharide stimulus",0,0,0,1,1
"response to yeast",0,0,0,1,1
"regulation of amino acid import across plasma membrane",0,0,0,1,1
"negative regulation of collagen biosynthetic process",0,0,0,1,1
"vascular wound healing",0,0,0,1,1
"detection of other organism",0,0,0,1,1
"regulation of amino acid transmembrane transport",0,0,0,1,1
"cellular response to hydrogen peroxide",0,0,0,1,1
"T-helper 1 cell cytokine production",0,0,0,1,1
"regulation of killing of cells of another organism",0,0,0,1,1
"L-arginine import across plasma membrane",0,0,0,1,1
"regulation of defense response to fungus",0,0,0,1,1
"regulation of T-helper 1 cell cytokine production",0,0,0,1,1
"positive regulation of T-helper 1 cell cytokine production",0,0,0,1,1
"positive regulation of protein secretion",0,0,0,1,1
"positive regulation of protein ubiquitination",0,0,0,1,1
"negative regulation of extrinsic apoptotic signaling pathway",0,0,0,1,1
"positive regulation of vasoconstriction",0,0,0,1,1
"cholesterol metabolic process",0,0,0,1,1
"negative regulation of endocytosis",0,0,0,1,1
"mature B cell differentiation involved in immune response",0,0,0,1,1
"platelet aggregation",0,0,0,1,1
"negative regulation of protein kinase activity",0,0,0,1,1
"response to interleukin-6",0,0,0,1,1
"secondary alcohol metabolic process",0,0,0,1,1
"positive regulation of interferon-alpha production",0,0,0,1,1
"positive regulation of interleukin-17 production",0,0,0,1,1
"positive regulation of sprouting angiogenesis",0,0,0,1,1
"B cell differentiation",0,0,0,1,1
"anatomical structure maturation",0,0,0,1,1
"cellular response to type II interferon",0,0,0,1,1
"fever generation",0,0,0,1,1
"regulation of T-helper 2 cell differentiation",0,0,0,1,1
"regulation of fibrinolysis",0,0,0,1,1
"neutrophil-mediated killing of bacterium",0,0,0,1,1
"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",0,0,0,1,1
"positive regulation of protein transport",0,0,0,1,1
"muscle contraction",0,0,0,1,1
"ovarian cumulus expansion",0,0,0,1,1
"glossopharyngeal nerve development",0,0,0,1,1
"glossopharyngeal nerve morphogenesis",0,0,0,1,1
"detection of bacterial lipoprotein",0,0,0,1,1
"hypotonic salinity response",0,0,0,1,1
"cytotoxic T cell degranulation",0,0,0,1,1
"negative regulation of JUN kinase activity",0,0,0,1,1
"positive regulation of neutrophil mediated killing of symbiont cell",0,0,0,1,1
"cellular hypotonic salinity response",0,0,0,1,1
"negative regulation of skeletal muscle satellite cell proliferation",0,0,0,1,1
"striated muscle cell differentiation",0,0,0,1,1
"negative regulation of leukocyte mediated immunity",0,0,0,1,1
"proximal/distal pattern formation",0,0,0,1,1
"peptidyl-serine phosphorylation",0,0,0,1,1
"negative regulation of collagen metabolic process",0,0,0,1,1
"negative regulation of receptor signaling pathway via JAK-STAT",0,0,0,1,1
"positive regulation of protein polyubiquitination",0,0,0,1,1
"nucleocytoplasmic transport",0,0,0,1,1
"nuclear transport",0,0,0,1,1
"negative regulation of innate immune response",0,0,0,1,1
"striated muscle contraction",0,0,0,1,1
"monocarboxylic acid biosynthetic process",0,0,0,1,1
"negative regulation of G protein-coupled receptor signaling pathway",0,0,0,1,1
"leukocyte homeostasis",0,0,0,1,1
"regulation of cell shape",0,0,0,1,1
"response to light stimulus",0,0,0,1,1
"low-density lipoprotein particle clearance",0,0,0,1,1
"GTP metabolic process",0,0,0,1,1
"regulation of platelet aggregation",0,0,0,1,1
"cell cycle G1/S phase transition",0,0,0,1,1
"regulation of muscle organ development",0,0,0,1,1
"ovulation cycle",0,0,0,1,1
"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0,0,0,1,1
"positive regulation of hormone secretion",0,0,0,1,1
"acylglycerol metabolic process",0,0,0,1,1
"monosaccharide metabolic process",0,0,0,1,1
"cellular response to metal ion",0,0,0,1,1
"lymphocyte migration",0,0,0,1,1
"regulation of miRNA transcription",0,0,0,1,1
"protein localization to organelle",0,0,0,1,1
"positive regulation of muscle cell apoptotic process",0,0,0,1,1
"regulation of toll-like receptor signaling pathway",0,0,0,1,1
"negative regulation of protein secretion",0,0,0,1,1
"insulin receptor signaling pathway",0,0,0,1,1
"dicarboxylic acid transport",0,0,0,1,1
"regulation of antigen receptor-mediated signaling pathway",0,0,0,1,1
"positive regulation of alpha-beta T cell differentiation",0,0,0,1,1
"neutral lipid metabolic process",0,0,0,1,1
"endocrine hormone secretion",0,0,0,1,1
"smooth muscle cell migration",0,0,0,1,1
"sprouting angiogenesis",0,0,0,1,1
"hypotonic response",0,0,0,1,1
"negative regulation of interleukin-8 production",0,0,0,1,1
"positive regulation of interleukin-13 production",0,0,0,1,1
"interleukin-18-mediated signaling pathway",0,0,0,1,1
"hemoglobin biosynthetic process",0,0,0,1,1
"vascular associated smooth muscle cell apoptotic process",0,0,0,1,1
"regulation of vascular associated smooth muscle cell apoptotic process",0,0,0,1,1
"intrinsic apoptotic signaling pathway in response to osmotic stress",0,0,0,1,1
"ERBB2-EGFR signaling pathway",0,0,0,1,1
"cellular response to peptidoglycan",0,0,0,1,1
"regulation of interleukin-1-mediated signaling pathway",0,0,0,1,1
"regulation of MAP kinase activity",0,0,0,1,1
"embryo implantation",0,0,0,1,1
"regulation of receptor signaling pathway via JAK-STAT",0,0,0,1,1
"negative regulation of kinase activity",0,0,0,1,1
"multi-multicellular organism process",0,0,0,1,1
"hexose metabolic process",0,0,0,1,1
"biological process involved in symbiotic interaction",0,0,0,1,1
"positive regulation of collagen biosynthetic process",0,0,0,1,1
"regulation of T-helper 17 type immune response",0,0,0,1,1
"myotube differentiation",0,0,0,1,1
"negative regulation of T cell activation",0,0,0,1,1
"cell fate specification",0,0,0,1,1
"striated muscle cell apoptotic process",0,0,0,1,1
"positive regulation of peptide hormone secretion",0,0,0,1,1
"regulation of G2/M transition of mitotic cell cycle",0,0,0,1,1
"sterol metabolic process",0,0,0,1,1
"ribosomal large subunit biogenesis",0,0,0,1,1
"positive regulation of regulated secretory pathway",0,0,0,1,1
"stress-activated protein kinase signaling cascade",0,0,0,1,1
"regulation of fatty acid biosynthetic process",0,0,0,1,1
"negative regulation of natural killer cell mediated immunity",0,0,0,1,1
"cranial nerve morphogenesis",0,0,0,1,1
"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0,0,0,1,1
"ketone metabolic process",0,0,0,1,1
"positive regulation of osteoblast differentiation",0,0,0,1,1
"miRNA transcription",0,0,0,1,1
"extrinsic apoptotic signaling pathway in absence of ligand",0,0,0,1,1
"regulation of osteoclast differentiation",0,0,0,1,1
"regulation of antigen processing and presentation",0,0,0,1,1
"maintenance of blood-brain barrier",0,0,0,1,1
"regulation of meiotic nuclear division",0,0,0,1,1
"cellular response to interleukin-6",0,0,0,1,1
"ear development",0,0,0,1,1
"mitotic nuclear division",0,0,0,1,1
"regulation of ketone metabolic process",0,0,0,1,1
"platelet-derived growth factor receptor signaling pathway",0,0,0,1,1
"regulation of muscle contraction",0,0,0,1,1
"odontogenesis",0,0,0,1,1
"natural killer cell activation",0,0,0,1,1
"cellular response to interleukin-18",0,0,0,1,1
"regulation of rRNA processing",0,0,0,1,1
"mammary gland epithelium development",0,0,0,1,1
"killing of cells of another organism",0,0,0,1,1
"nephron epithelium development",0,0,0,1,1
"disruption of cell in another organism",0,0,0,1,1
"regulation of cell cycle G2/M phase transition",0,0,0,1,1
"myotube cell development",0,0,0,1,1
"regulation of hormone metabolic process",0,0,0,1,1
"regulation of epidermal cell differentiation",0,0,0,1,1
"myeloid leukocyte cytokine production",0,0,0,1,1
"regulation of cholesterol metabolic process",0,0,0,1,1
"regulation of G protein-coupled receptor signaling pathway",0,0,0,1,1
"gonad development",0,0,0,1,1
"decidualization",0,0,0,1,1
"regulation of protein polyubiquitination",0,0,0,1,1
"regulation of homotypic cell-cell adhesion",0,0,0,1,1
"regulation of neuroinflammatory response",0,0,0,1,1
"negative regulation of cytokine production involved in inflammatory response",0,0,0,1,1
"negative regulation of CD4-positive, alpha-beta T cell activation",0,0,0,1,1
"carboxylic acid transmembrane transport",0,0,0,1,1
"vacuolar localization",0,0,0,1,1
"response to chemokine",0,0,0,1,1
"cellular response to chemokine",0,0,0,1,1
"signal transduction in absence of ligand",0,0,0,1,1
"cell surface toll-like receptor signaling pathway",0,0,0,1,1
"calcium ion transmembrane transport",0,0,0,1,1
"positive regulation of small molecule metabolic process",0,0,0,1,1
"steroid biosynthetic process",0,0,0,1,1
"response to ionizing radiation",0,0,0,1,1
"UDP-N-acetylglucosamine biosynthetic process",0,0,0,1,1
"negative regulation of fibrinolysis",0,0,0,1,1
"nucleotide-binding oligomerization domain containing 1 signaling pathway",0,0,0,1,1
"positive regulation of rRNA processing",0,0,0,1,1
"cellular response to nerve growth factor stimulus",0,0,0,1,1
"sex differentiation",0,0,0,1,1
"positive regulation of endothelial cell apoptotic process",0,0,0,1,1
"regulation of T cell receptor signaling pathway",0,0,0,1,1
"regulation of calcium ion transport",0,0,0,1,1
"positive regulation of extracellular matrix constituent secretion",0,0,0,1,1
"negative regulation of skeletal muscle cell proliferation",0,0,0,1,1
"negative regulation of icosanoid secretion",0,0,0,1,1
"regulation of MyD88-dependent toll-like receptor signaling pathway",0,0,0,1,1
"granulocyte colony-stimulating factor signaling pathway",0,0,0,1,1
"recognition of apoptotic cell",0,0,0,1,1
"positive regulation of MHC class I biosynthetic process",0,0,0,1,1
"positive regulation of killing of cells of another organism",0,0,0,1,1
"regulation of cell differentiation involved in embryonic placenta development",0,0,0,1,1
"cardiac fibroblast cell differentiation",0,0,0,1,1
"cardiac fibroblast cell development",0,0,0,1,1
"negative regulation of vascular wound healing",0,0,0,1,1
"neutrophil-mediated killing of fungus",0,0,0,1,1
"cellular response to corticotropin-releasing hormone stimulus",0,0,0,1,1
"folate transmembrane transport",0,0,0,1,1
"regulation of leukocyte adhesion to arterial endothelial cell",0,0,0,1,1
"positive regulation of type I interferon production",0,0,0,1,1
"cellular response to starvation",0,0,0,1,1
"positive regulation of collagen metabolic process",0,0,0,1,1
"positive regulation of myeloid leukocyte cytokine production involved in immune response",0,0,0,1,1
"development of primary sexual characteristics",0,0,0,1,1
"blastocyst formation",0,0,0,1,1
"regulation of endocrine process",0,0,0,1,1
"biological process involved in interaction with symbiont",0,0,0,1,1
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0,0,0,1,1
"triglyceride catabolic process",0,0,0,1,1
"interleukin-4 production",0,0,0,1,1
"regulation of interleukin-4 production",0,0,0,1,1
"positive regulation of glial cell proliferation",0,0,0,1,1
"muscle organ morphogenesis",0,0,0,1,1
